date_time,Serbia_maxtempC,Serbia_mintempC,Serbia_totalSnow_cm,Serbia_sunHour,Serbia_uvIndex,Serbia_moon_illumination,Serbia_moonrise,Serbia_moonset,Serbia_sunrise,Serbia_sunset,Serbia_DewPointC,Serbia_FeelsLikeC,Serbia_HeatIndexC,Serbia_WindChillC,Serbia_WindGustKmph,Serbia_cloudcover,Serbia_humidity,Serbia_precipMM,Serbia_pressure,Serbia_tempC,Serbia_visibility,Serbia_winddirDegree,Serbia_windspeedKmph,Serbia_location
2020-01-01,2,-2,0.0,5.1,1,37,11:05 AM,10:25 PM,07:16 AM,04:07 PM,-2,-4,-0,-4,19,38,85,0.0,1034,2,9,285,12,Serbia
2020-01-02,4,-2,0.0,8.7,1,44,11:27 AM,11:26 PM,07:16 AM,04:08 PM,-2,-1,1,-1,9,19,84,0.0,1035,4,9,242,5,Serbia
2020-01-03,6,0,0.0,8.7,2,51,11:49 AM,No moonset,07:16 AM,04:09 PM,-1,2,3,2,5,2,74,0.0,1029,6,10,113,3,Serbia
2020-01-04,4,-1,0.0,5.1,1,59,12:10 PM,12:27 AM,07:16 AM,04:10 PM,-3,-0,2,-0,13,58,71,0.1,1025,4,10,225,7,Serbia
2020-01-05,4,-0,0.3,3.4,1,66,12:34 PM,01:29 AM,07:16 AM,04:11 PM,-3,-2,2,-2,32,78,67,1.3,1027,4,9,234,21,Serbia
2020-01-06,2,-2,0.0,8.7,2,73,01:01 PM,02:33 AM,07:16 AM,04:12 PM,-6,-4,-0,-4,18,1,66,0.0,1032,2,10,326,12,Serbia
2020-01-07,3,-2,0.0,8.7,2,80,01:32 PM,03:39 AM,07:16 AM,04:13 PM,-5,-1,0,-1,4,2,66,0.0,1031,3,10,189,3,Serbia
2020-01-08,3,-4,0.0,8.7,2,88,02:11 PM,04:45 AM,07:15 AM,04:14 PM,-6,-0,1,-0,5,2,58,0.0,1033,3,10,231,4,Serbia
2020-01-09,3,-1,0.0,8.7,2,95,02:58 PM,05:52 AM,07:15 AM,04:15 PM,-4,1,1,1,6,20,68,0.0,1029,3,10,153,4,Serbia
2020-01-10,6,1,0.0,8.7,2,100,03:56 PM,06:54 AM,07:15 AM,04:16 PM,-3,2,3,2,10,18,63,0.0,1024,6,10,193,6,Serbia
2020-01-11,5,0,0.0,3.4,1,100,05:03 PM,07:50 AM,07:14 AM,04:17 PM,-0,1,3,1,14,60,80,0.0,1029,5,10,287,8,Serbia
2020-01-12,4,1,0.0,3.4,1,83,06:17 PM,08:37 AM,07:14 AM,04:19 PM,-0,1,2,1,9,62,85,0.0,1032,4,10,237,5,Serbia
2020-01-13,6,1,0.0,8.7,2,76,07:34 PM,09:17 AM,07:14 AM,04:20 PM,0,3,4,3,6,5,81,0.0,1028,6,10,166,4,Serbia
2020-01-14,8,2,0.0,8.7,3,69,08:50 PM,09:50 AM,07:13 AM,04:21 PM,1,4,5,4,5,2,78,0.0,1025,8,10,119,3,Serbia
2020-01-15,8,2,0.0,8.7,3,61,10:06 PM,10:19 AM,07:13 AM,04:22 PM,1,3,5,3,14,2,75,0.0,1027,8,10,113,8,Serbia
2020-01-16,7,2,0.0,8.7,2,54,11:20 PM,10:46 AM,07:12 AM,04:24 PM,2,4,5,4,7,3,80,0.0,1030,7,10,256,5,Serbia
2020-01-17,6,2,0.0,5.2,1,47,No moonrise,11:13 AM,07:12 AM,04:25 PM,-0,2,4,2,18,42,74,0.0,1028,6,10,128,11,Serbia
2020-01-18,5,1,0.0,8.7,2,40,12:33 AM,11:40 AM,07:11 AM,04:26 PM,-2,-1,3,-1,24,14,71,0.0,1025,5,10,135,15,Serbia
2020-01-19,4,1,0.2,3.4,1,32,01:46 AM,12:10 PM,07:10 AM,04:27 PM,-0,0,2,0,9,96,86,0.4,1028,4,9,233,6,Serbia
2020-01-20,4,-1,0.3,3.4,1,25,02:57 AM,12:44 PM,07:10 AM,04:29 PM,-2,-0,1,-0,9,84,81,0.3,1042,4,9,305,6,Serbia
2020-01-21,4,0,0.0,7.0,1,18,04:06 AM,01:25 PM,07:09 AM,04:30 PM,-2,1,2,1,7,57,75,0.0,1044,4,10,221,5,Serbia
2020-01-22,5,-1,0.0,8.7,2,11,05:11 AM,02:11 PM,07:08 AM,04:31 PM,-2,0,2,0,9,2,75,0.0,1033,5,10,165,6,Serbia
2020-01-23,7,-1,0.0,8.7,2,3,06:08 AM,03:05 PM,07:07 AM,04:33 PM,-2,0,2,0,13,11,74,0.0,1034,7,10,248,8,Serbia
2020-01-24,7,-1,0.0,8.7,2,0,06:58 AM,04:04 PM,07:06 AM,04:34 PM,-4,0,2,0,11,1,65,0.0,1029,7,10,138,7,Serbia
2020-01-25,8,1,0.0,8.7,3,0,07:39 AM,05:06 PM,07:05 AM,04:36 PM,-4,4,5,4,9,20,52,0.0,1025,8,10,150,5,Serbia
2020-01-26,10,3,0.0,8.7,2,4,08:13 AM,06:09 PM,07:05 AM,04:37 PM,1,5,6,5,10,57,71,0.0,1023,10,10,132,5,Serbia
2020-01-27,7,3,0.0,3.5,2,11,08:42 AM,07:12 PM,07:04 AM,04:38 PM,5,5,6,5,8,96,92,2.5,1019,7,7,213,5,Serbia
2020-01-28,11,4,0.0,5.2,2,18,09:07 AM,08:13 PM,07:03 AM,04:40 PM,3,5,7,5,20,37,75,0.2,1012,11,10,175,12,Serbia
2020-01-29,8,3,0.0,7.0,2,26,09:30 AM,09:14 PM,07:02 AM,04:41 PM,0,3,6,3,18,54,69,4.7,1011,8,8,181,13,Serbia
2020-01-30,7,3,0.0,7.0,2,33,09:52 AM,10:14 PM,07:00 AM,04:43 PM,-1,3,5,3,15,59,69,0.4,1019,7,10,235,9,Serbia
2020-01-31,10,3,0.0,8.7,2,37,10:13 AM,11:16 PM,06:59 AM,04:44 PM,-1,5,7,5,21,48,58,0.0,1017,10,10,225,11,Serbia
2020-02-01,14,7,0.0,8.7,4,49,10:35 AM,No moonset,06:58 AM,04:45 PM,4,9,10,9,18,33,64,0.0,1018,14,10,223,10,Serbia
2020-02-02,14,10,0.0,5.4,3,57,11:00 AM,12:17 AM,06:57 AM,04:47 PM,6,10,11,10,15,60,72,1.4,1017,14,10,208,9,Serbia
2020-02-03,14,9,0.0,7.0,3,64,11:29 AM,01:21 AM,06:56 AM,04:48 PM,6,10,11,10,17,55,71,0.1,1014,14,10,202,10,Serbia
2020-02-04,13,-1,0.0,3.7,2,72,12:03 PM,02:26 AM,06:55 AM,04:50 PM,4,6,8,6,22,79,74,12.5,1007,13,9,244,15,Serbia
2020-02-05,4,1,1.3,3.7,1,79,12:45 PM,03:32 AM,06:53 AM,04:51 PM,-3,-4,3,-4,55,92,69,12.5,1003,4,3,335,39,Serbia
2020-02-06,5,-1,0.0,8.7,2,87,01:37 PM,04:35 AM,06:52 AM,04:53 PM,-8,-4,1,-4,41,23,49,0.0,1022,5,10,337,27,Serbia
2020-02-07,6,0,0.0,3.8,1,95,02:39 PM,05:34 AM,06:51 AM,04:54 PM,-1,-1,3,-1,24,74,76,0.0,1025,6,10,287,16,Serbia
2020-02-08,6,0,0.0,8.7,2,100,03:51 PM,06:26 AM,06:50 AM,04:55 PM,-8,1,3,1,9,16,46,0.0,1030,6,10,156,6,Serbia
2020-02-09,9,1,0.0,8.7,3,100,05:09 PM,07:10 AM,06:48 AM,04:57 PM,-4,4,5,4,8,16,53,0.0,1030,9,10,140,5,Serbia
2020-02-10,12,3,0.0,8.7,3,83,06:28 PM,07:47 AM,06:47 AM,04:58 PM,0,5,7,5,23,33,63,0.8,1020,12,10,164,14,Serbia
2020-02-11,10,5,0.0,4.0,2,75,07:48 PM,08:18 AM,06:45 AM,05:00 PM,3,4,7,4,24,75,76,16.7,1013,10,8,212,17,Serbia
2020-02-12,9,4,0.0,5.5,2,68,09:05 PM,08:47 AM,06:44 AM,05:01 PM,-1,4,6,4,14,67,62,0.8,1021,9,10,144,9,Serbia
2020-02-13,11,3,0.0,8.7,3,60,10:21 PM,09:15 AM,06:43 AM,05:03 PM,-0,4,7,4,19,18,62,0.0,1022,11,10,164,12,Serbia
2020-02-14,8,5,0.0,4.0,2,53,11:37 PM,09:43 AM,06:41 AM,05:04 PM,2,3,6,3,24,85,73,6.3,1017,8,9,222,14,Serbia
2020-02-15,9,3,0.0,8.7,2,45,No moonrise,10:12 AM,06:40 AM,05:06 PM,3,4,6,4,14,39,80,0.0,1028,9,9,283,9,Serbia
2020-02-16,11,4,0.0,8.7,3,38,12:49 AM,10:45 AM,06:38 AM,05:07 PM,2,5,7,5,18,2,70,0.0,1030,11,10,128,12,Serbia
2020-02-17,14,4,0.0,8.7,3,30,02:00 AM,11:24 AM,06:37 AM,05:08 PM,1,7,9,7,13,11,62,0.0,1025,14,10,157,8,Serbia
2020-02-18,11,7,0.0,7.1,2,22,03:05 AM,12:08 PM,06:35 AM,05:10 PM,4,8,9,8,15,34,69,0.0,1024,11,10,256,10,Serbia
2020-02-19,11,5,0.0,8.7,3,15,04:04 AM,12:59 PM,06:33 AM,05:11 PM,1,7,8,7,10,43,64,0.0,1022,11,10,159,7,Serbia
2020-02-20,9,5,0.0,8.7,2,7,04:55 AM,01:56 PM,06:32 AM,05:13 PM,-1,4,6,4,21,29,60,0.1,1022,9,10,312,14,Serbia
2020-02-21,10,3,0.0,8.7,3,0,05:39 AM,02:56 PM,06:30 AM,05:14 PM,-2,4,6,4,16,19,58,0.0,1026,10,10,272,10,Serbia
2020-02-22,9,2,0.0,8.7,3,0,06:14 AM,03:59 PM,06:29 AM,05:15 PM,-2,3,5,3,15,10,60,0.0,1031,9,10,277,10,Serbia
2020-02-23,14,5,0.0,8.7,4,0,06:44 AM,05:01 PM,06:27 AM,05:17 PM,-1,8,9,8,12,22,51,0.0,1025,14,10,189,7,Serbia
2020-02-24,11,8,0.0,7.2,2,0,07:11 AM,06:03 PM,06:25 AM,05:18 PM,-0,7,9,7,21,48,52,0.5,1021,11,9,269,14,Serbia
2020-02-25,15,5,0.0,8.7,4,8,07:34 AM,07:05 PM,06:24 AM,05:20 PM,1,9,10,9,13,12,56,0.0,1013,15,10,158,7,Serbia
2020-02-26,16,9,0.0,5.6,3,15,07:56 AM,08:05 PM,06:22 AM,05:21 PM,5,10,12,10,22,59,65,2.3,1000,16,10,193,14,Serbia
2020-02-27,7,3,0.0,5.7,2,23,08:16 AM,09:06 PM,06:20 AM,05:22 PM,1,1,5,1,29,69,75,17.8,1005,7,8,311,22,Serbia
2020-02-28,12,2,0.0,8.7,3,30,08:38 AM,10:07 PM,06:19 AM,05:24 PM,-1,5,7,5,17,25,58,0.0,1013,12,10,221,11,Serbia
2020-02-29,10,2,0.0,8.7,3,38,09:02 AM,11:09 PM,06:17 AM,05:25 PM,-2,3,6,3,20,26,61,0.0,1019,10,10,213,13,Serbia
2020-03-01,14,4,0.0,7.2,2,44,09:28 AM,No moonset,06:15 AM,05:26 PM,-0,6,9,6,27,48,54,0.0,1013,14,10,147,18,Serbia
2020-03-02,17,9,0.0,5.7,3,51,09:59 AM,12:12 AM,06:13 AM,05:28 PM,5,12,13,12,26,63,58,6.2,1006,17,9,189,16,Serbia
2020-03-03,16,12,0.0,4.2,3,58,10:36 AM,01:17 AM,06:12 AM,05:29 PM,7,13,14,13,27,85,63,2.0,1003,16,9,177,17,Serbia
2020-03-04,8,7,0.0,4.2,2,65,11:22 AM,02:19 AM,06:10 AM,05:30 PM,5,6,8,6,20,99,84,14.5,1007,8,9,277,15,Serbia
2020-03-05,11,3,0.0,8.7,3,73,12:18 PM,03:19 AM,06:08 AM,05:32 PM,0,5,7,5,14,28,64,0.0,1012,11,10,264,10,Serbia
2020-03-06,11,5,0.0,4.2,2,80,01:24 PM,04:13 AM,06:06 AM,05:33 PM,2,5,8,5,28,71,66,1.3,1003,11,8,138,18,Serbia
2020-03-07,9,7,0.0,4.2,2,87,02:38 PM,05:00 AM,06:05 AM,05:34 PM,4,6,8,6,17,83,77,0.3,1008,9,10,266,11,Serbia
2020-03-08,6,5,0.0,4.2,2,95,03:57 PM,05:40 AM,06:03 AM,05:36 PM,3,3,6,3,16,80,81,2.3,1018,6,9,289,11,Serbia
2020-03-09,11,4,0.0,8.7,2,100,05:18 PM,06:14 AM,06:01 AM,05:37 PM,2,7,8,7,10,59,69,0.0,1016,11,10,169,7,Serbia
2020-03-10,12,7,0.0,7.3,2,100,06:38 PM,06:44 AM,05:59 AM,05:38 PM,2,7,9,7,18,65,63,0.1,1017,12,10,314,13,Serbia
2020-03-11,13,6,0.0,11.6,3,84,07:58 PM,07:13 AM,05:58 AM,05:40 PM,3,8,9,8,12,41,68,0.3,1021,13,10,250,7,Serbia
2020-03-12,21,9,0.0,11.6,5,76,09:17 PM,07:41 AM,05:56 AM,05:41 PM,6,15,16,15,15,13,57,0.0,1020,21,10,167,9,Serbia
2020-03-13,18,11,0.0,10.2,3,69,10:34 PM,08:11 AM,05:54 AM,05:42 PM,7,14,14,14,16,41,66,0.2,1016,18,10,247,12,Serbia
2020-03-14,12,7,0.0,10.2,2,62,11:49 PM,08:44 AM,05:52 AM,05:44 PM,1,8,9,8,14,58,59,0.3,1021,12,10,166,10,Serbia
2020-03-15,7,4,0.0,8.8,2,55,No moonrise,09:21 AM,05:50 AM,05:45 PM,-1,3,6,3,22,54,60,0.0,1024,7,10,56,16,Serbia
2020-03-16,11,3,0.0,11.6,3,47,12:58 AM,10:04 AM,05:48 AM,05:46 PM,-6,3,7,3,34,2,43,0.0,1029,11,10,125,24,Serbia
2020-03-17,15,4,0.0,10.2,3,40,02:01 AM,10:54 AM,05:47 AM,05:47 PM,-1,8,9,8,14,25,51,0.0,1029,15,10,228,9,Serbia
2020-03-18,15,7,0.0,11.6,4,33,02:55 AM,11:50 AM,05:45 AM,05:49 PM,1,10,11,10,11,12,54,0.0,1029,15,10,216,8,Serbia
2020-03-19,17,8,0.0,11.6,4,25,03:40 AM,12:49 PM,05:43 AM,05:50 PM,1,12,12,12,10,10,48,0.0,1027,17,10,119,7,Serbia
2020-03-20,20,11,0.0,11.6,5,18,04:17 AM,01:51 PM,05:41 AM,05:51 PM,5,15,15,15,4,21,53,0.0,1022,20,10,167,3,Serbia
2020-03-21,20,12,0.0,11.6,5,11,04:48 AM,02:54 PM,05:39 AM,05:52 PM,5,16,16,16,9,12,49,0.0,1014,20,10,242,5,Serbia
2020-03-22,9,4,0.0,10.2,2,4,05:15 AM,03:56 PM,05:37 AM,05:54 PM,-2,4,7,4,23,60,55,0.0,1021,9,10,322,18,Serbia
2020-03-23,5,-0,0.0,10.2,1,0,05:39 AM,04:57 PM,05:35 AM,05:55 PM,-6,-1,2,-1,18,40,53,0.1,1024,5,10,245,14,Serbia
2020-03-24,1,0,26.6,6.1,1,0,06:01 AM,05:58 PM,05:34 AM,05:56 PM,-0,-5,1,-5,36,99,93,37.0,1022,1,2,88,25,Serbia
2020-03-25,2,-1,1.8,6.1,1,3,06:21 AM,06:59 PM,05:32 AM,05:57 PM,-1,-6,0,-6,44,91,89,8.2,1025,2,4,97,27,Serbia
2020-03-26,10,2,0.0,7.5,2,11,06:43 AM,08:00 PM,05:30 AM,05:59 PM,1,1,6,1,52,64,70,0.0,1020,10,10,106,34,Serbia
2020-03-27,14,7,0.0,12.7,4,18,07:05 AM,09:02 PM,05:28 AM,06:00 PM,2,7,10,7,34,16,60,0.0,1017,14,10,106,23,Serbia
2020-03-28,15,7,0.0,12.8,4,25,07:30 AM,10:05 PM,05:26 AM,06:01 PM,4,11,11,11,10,41,61,0.1,1015,15,10,152,6,Serbia
2020-03-29,16,9,0.0,10.6,3,32,07:59 AM,11:08 PM,05:24 AM,06:02 PM,4,11,12,11,17,56,58,0.8,1012,16,10,278,12,Serbia
2020-03-30,11,7,0.0,10.6,2,40,08:33 AM,No moonset,05:22 AM,06:04 PM,4,7,9,7,18,59,72,0.1,1015,11,10,234,13,Serbia
2020-03-31,8,2,0.0,8.0,2,44,09:14 AM,12:10 AM,05:21 AM,06:05 PM,-6,2,5,2,19,86,45,0.1,1021,8,10,292,13,Serbia
2020-04-01,8,0,0.1,8.0,2,56,10:05 AM,01:10 AM,05:19 AM,06:06 PM,-3,1,4,1,19,61,60,0.3,1021,8,9,96,14,Serbia
2020-04-02,11,3,0.0,12.9,3,64,11:05 AM,02:04 AM,05:17 AM,06:07 PM,-2,5,6,5,13,30,57,0.0,1017,11,10,134,10,Serbia
2020-04-03,14,3,0.0,12.9,4,71,12:13 PM,02:52 AM,05:15 AM,06:09 PM,1,7,8,7,10,12,62,0.0,1014,14,10,210,7,Serbia
2020-04-04,16,6,0.0,13.0,4,79,01:29 PM,03:34 AM,05:13 AM,06:10 PM,2,10,11,10,15,19,55,0.0,1021,16,10,204,10,Serbia
2020-04-05,16,8,0.0,13.0,4,87,02:47 PM,04:09 AM,05:11 AM,06:11 PM,3,11,12,11,23,39,55,0.1,1026,16,10,87,16,Serbia
2020-04-06,15,8,0.0,13.0,4,94,04:07 PM,04:40 AM,05:09 AM,06:12 PM,-3,8,11,8,36,10,40,0.0,1032,15,10,117,24,Serbia
2020-04-07,16,6,0.0,13.1,4,100,05:28 PM,05:09 AM,05:08 AM,06:13 PM,-2,9,11,9,25,1,41,0.0,1032,16,10,119,16,Serbia
2020-04-08,18,8,0.0,13.1,4,100,06:48 PM,05:38 AM,05:06 AM,06:15 PM,-0,12,12,12,12,1,42,0.0,1030,18,10,102,9,Serbia
2020-04-09,21,10,0.0,13.1,5,83,08:08 PM,06:06 AM,05:04 AM,06:16 PM,4,15,16,15,5,1,47,0.0,1024,21,10,208,4,Serbia
2020-04-10,21,10,0.0,13.2,5,76,09:27 PM,06:38 AM,05:02 AM,06:17 PM,5,15,16,15,18,16,53,0.0,1022,21,10,247,12,Serbia
2020-04-11,19,10,0.0,13.2,4,68,10:42 PM,07:14 AM,05:00 AM,06:18 PM,5,15,15,15,7,31,54,0.0,1023,19,10,228,4,Serbia
2020-04-12,20,10,0.0,13.6,5,61,11:51 PM,07:56 AM,04:59 AM,06:20 PM,4,15,15,15,12,8,53,0.0,1022,20,10,120,8,Serbia
2020-04-13,23,11,0.0,13.6,4,53,No moonrise,08:45 AM,04:57 AM,06:21 PM,6,17,17,17,16,40,52,0.1,1016,23,10,199,10,Serbia
2020-04-14,10,5,0.0,8.5,2,46,12:50 AM,09:41 AM,04:55 AM,06:22 PM,3,6,9,6,24,75,68,13.0,1017,10,8,291,16,Serbia
2020-04-15,13,3,0.0,13.7,3,38,01:39 AM,10:40 AM,04:53 AM,06:23 PM,-1,7,8,7,12,17,57,0.2,1025,13,10,297,9,Serbia
2020-04-16,19,5,0.0,13.7,4,30,02:19 AM,11:43 AM,04:52 AM,06:25 PM,1,11,12,11,11,4,50,0.0,1023,19,10,168,7,Serbia
2020-04-17,22,10,0.0,13.8,4,23,02:53 AM,12:45 PM,04:50 AM,06:26 PM,6,15,16,15,12,18,56,0.0,1017,22,10,256,8,Serbia
2020-04-18,25,13,0.0,13.8,6,15,03:21 AM,01:48 PM,04:48 AM,06:27 PM,9,19,19,19,10,21,57,0.0,1016,25,10,198,6,Serbia
2020-04-19,23,13,0.0,11.0,4,8,03:45 AM,02:50 PM,04:46 AM,06:28 PM,10,17,17,17,16,46,65,0.5,1013,23,10,246,12,Serbia
2020-04-20,17,10,0.0,13.3,3,0,04:07 AM,03:51 PM,04:45 AM,06:30 PM,4,12,14,12,19,41,55,0.9,1017,17,9,158,14,Serbia
2020-04-21,12,10,0.0,8.7,3,0,04:27 AM,04:51 PM,04:43 AM,06:31 PM,3,7,10,7,36,84,60,0.5,1017,12,8,113,26,Serbia
2020-04-22,17,8,0.0,13.9,4,0,04:48 AM,05:53 PM,04:41 AM,06:32 PM,2,10,12,10,32,10,50,0.0,1019,17,10,106,21,Serbia
2020-04-23,18,7,0.0,13.9,4,0,05:10 AM,06:55 PM,04:40 AM,06:34 PM,2,11,12,11,23,15,51,0.0,1020,18,10,100,15,Serbia
2020-04-24,20,9,0.0,14.0,5,7,05:34 AM,07:58 PM,04:38 AM,06:35 PM,3,14,14,14,9,29,49,0.0,1015,20,10,151,6,Serbia
2020-04-25,22,10,0.0,14.0,5,15,06:01 AM,09:02 PM,04:36 AM,06:36 PM,6,16,17,16,15,28,53,0.1,1008,22,10,225,11,Serbia
2020-04-26,17,10,0.0,14.0,4,22,06:33 AM,10:05 PM,04:35 AM,06:37 PM,5,13,13,13,11,42,60,0.2,1010,17,10,176,8,Serbia
2020-04-27,21,10,0.0,14.1,5,30,07:12 AM,11:05 PM,04:33 AM,06:39 PM,7,15,15,15,10,12,60,0.0,1013,21,10,139,7,Serbia
2020-04-28,25,12,0.0,13.4,6,37,07:59 AM,No moonset,04:32 AM,06:40 PM,7,18,19,18,12,32,50,0.0,1011,25,10,170,7,Serbia
2020-04-29,22,15,0.0,11.1,4,45,08:55 AM,12:01 AM,04:30 AM,06:41 PM,10,18,20,18,13,71,61,2.9,1008,22,9,226,9,Serbia
2020-04-30,21,12,0.0,14.1,4,52,09:59 AM,12:50 AM,04:29 AM,06:42 PM,10,16,17,16,13,37,69,1.2,1010,21,10,269,9,Serbia
2020-05-01,20,14,0.0,8.9,4,58,11:10 AM,01:32 AM,04:27 AM,06:44 PM,10,16,16,16,14,70,69,3.3,1010,20,10,250,10,Serbia
2020-05-02,19,13,0.0,8.9,4,65,12:24 PM,02:08 AM,04:26 AM,06:45 PM,11,15,15,15,18,77,74,9.0,1008,19,9,265,11,Serbia
2020-05-03,18,12,0.0,12.3,4,72,01:41 PM,02:40 AM,04:24 AM,06:46 PM,8,13,14,13,29,58,66,11.3,1013,18,9,319,21,Serbia
2020-05-04,19,8,0.0,14.2,5,80,02:59 PM,03:08 AM,04:23 AM,06:47 PM,6,13,13,13,18,18,63,0.0,1017,19,10,296,12,Serbia
2020-05-05,20,10,0.0,12.3,4,87,04:18 PM,03:36 AM,04:22 AM,06:48 PM,7,15,15,15,18,43,58,0.4,1016,20,10,271,12,Serbia
2020-05-06,16,9,0.0,11.2,3,94,05:38 PM,04:03 AM,04:20 AM,06:50 PM,5,11,12,11,25,70,65,6.9,1017,16,9,281,18,Serbia
2020-05-07,17,7,0.0,12.3,3,100,06:58 PM,04:32 AM,04:19 AM,06:51 PM,5,10,12,10,30,45,63,0.4,1019,17,10,301,20,Serbia
2020-05-08,20,8,0.0,11.2,4,100,08:17 PM,05:06 AM,04:18 AM,06:52 PM,6,13,14,13,12,40,60,0.0,1021,20,10,270,7,Serbia
2020-05-09,23,11,0.0,14.4,5,84,09:31 PM,05:46 AM,04:16 AM,06:53 PM,9,17,18,17,11,27,59,0.0,1016,23,10,117,6,Serbia
2020-05-10,26,15,0.0,14.4,6,77,10:37 PM,06:32 AM,04:15 AM,06:54 PM,11,21,21,21,8,11,54,0.0,1012,26,10,204,5,Serbia
2020-05-11,27,17,0.0,13.4,6,70,11:33 PM,07:26 AM,04:14 AM,06:56 PM,10,22,22,22,21,39,47,0.7,1007,27,9,183,13,Serbia
2020-05-12,16,10,0.0,11.2,4,62,No moonrise,08:26 AM,04:13 AM,06:57 PM,7,14,15,14,20,62,62,1.0,1013,16,9,289,14,Serbia
2020-05-13,25,7,0.0,13.4,4,55,12:18 AM,09:30 AM,04:11 AM,06:58 PM,9,16,17,16,22,25,65,0.0,1016,25,10,141,15,Serbia
2020-05-14,28,16,0.0,14.5,6,48,12:54 AM,10:34 AM,04:10 AM,06:59 PM,13,23,23,22,23,36,58,0.0,1010,28,10,144,13,Serbia
2020-05-15,29,18,0.0,14.5,7,40,01:25 AM,11:38 AM,04:09 AM,07:00 PM,14,24,24,24,21,23,60,0.0,1009,29,10,229,14,Serbia
2020-05-16,21,12,0.0,14.5,5,33,01:50 AM,12:40 PM,04:08 AM,07:01 PM,9,16,17,16,16,29,63,0.0,1021,21,10,258,11,Serbia
2020-05-17,25,15,0.0,14.5,6,26,02:12 AM,01:42 PM,04:07 AM,07:03 PM,13,20,20,20,13,37,64,0.0,1022,25,10,85,9,Serbia
2020-05-18,25,15,0.0,14.5,6,19,02:33 AM,02:42 PM,04:06 AM,07:04 PM,12,20,20,20,14,30,62,0.0,1022,25,10,90,9,Serbia
2020-05-19,24,17,0.0,10.4,5,11,02:54 AM,03:44 PM,04:05 AM,07:05 PM,16,20,21,20,12,66,75,3.9,1017,24,9,56,8,Serbia
2020-05-20,24,16,0.0,11.4,5,4,03:15 AM,04:45 PM,04:04 AM,07:06 PM,15,19,20,19,28,65,74,21.0,1011,24,8,16,17,Serbia
2020-05-21,20,11,0.0,14.5,5,0,03:38 AM,05:49 PM,04:03 AM,07:07 PM,7,14,15,14,26,19,59,0.0,1017,20,10,266,18,Serbia
2020-05-22,19,9,0.0,14.5,5,0,04:04 AM,06:53 PM,04:02 AM,07:08 PM,3,13,14,13,13,28,48,0.0,1024,19,10,282,9,Serbia
2020-05-23,18,11,0.0,12.5,4,3,04:34 AM,07:57 PM,04:02 AM,07:09 PM,7,14,14,14,9,49,62,0.1,1025,18,10,198,5,Serbia
2020-05-24,17,13,0.0,9.4,3,10,05:11 AM,09:00 PM,04:01 AM,07:10 PM,10,13,14,13,22,83,75,9.4,1025,17,8,278,15,Serbia
2020-05-25,19,9,0.0,10.5,4,17,05:56 AM,09:58 PM,04:00 AM,07:11 PM,8,13,14,13,23,50,69,6.6,1025,19,9,294,15,Serbia
2020-05-26,18,10,0.0,9.7,4,25,06:49 AM,10:49 PM,03:59 AM,07:12 PM,10,13,14,13,26,84,78,21.7,1023,18,9,323,16,Serbia
