date_time,Gambia_maxtempC,Gambia_mintempC,Gambia_totalSnow_cm,Gambia_sunHour,Gambia_uvIndex,Gambia_moon_illumination,Gambia_moonrise,Gambia_moonset,Gambia_sunrise,Gambia_sunset,Gambia_DewPointC,Gambia_FeelsLikeC,Gambia_HeatIndexC,Gambia_WindChillC,Gambia_WindGustKmph,Gambia_cloudcover,Gambia_humidity,Gambia_precipMM,Gambia_pressure,Gambia_tempC,Gambia_visibility,Gambia_winddirDegree,Gambia_windspeedKmph,Gambia_location
2021-01-23,30,23,0.0,11.6,7,67,02:42 PM,02:56 AM,07:34 AM,07:03 PM,12,26,26,25,27,30,45,0.0,1012,30,10,195,13,Gambia
2021-01-24,29,22,0.0,11.6,7,74,03:27 PM,03:46 AM,07:34 AM,07:03 PM,9,25,25,25,36,4,37,0.0,1011,29,10,117,18,Gambia
2021-01-25,29,21,0.0,11.6,7,81,04:15 PM,04:38 AM,07:34 AM,07:04 PM,9,25,25,24,33,15,38,0.0,1010,29,10,109,16,Gambia
2021-01-26,30,22,0.0,11.6,7,88,05:08 PM,05:33 AM,07:34 AM,07:04 PM,10,26,26,25,32,6,40,0.0,1011,30,10,148,16,Gambia
2021-01-27,30,22,0.0,11.6,7,96,06:04 PM,06:27 AM,07:34 AM,07:05 PM,9,25,25,25,35,0,37,0.0,1011,30,10,110,17,Gambia
2021-01-28,29,22,0.0,11.6,7,100,07:02 PM,07:20 AM,07:34 AM,07:05 PM,9,26,26,25,34,0,37,0.0,1010,29,10,158,17,Gambia
2021-01-29,30,22,0.0,11.6,7,90,08:00 PM,08:11 AM,07:34 AM,07:06 PM,9,25,25,25,31,0,39,0.0,1011,30,10,107,15,Gambia
2021-01-30,29,22,0.0,11.6,7,82,08:57 PM,09:00 AM,07:34 AM,07:06 PM,10,25,25,25,35,0,41,0.0,1012,29,10,146,17,Gambia
2021-01-31,30,23,0.0,11.6,7,79,09:53 PM,09:45 AM,07:34 AM,07:07 PM,10,26,26,26,40,37,37,0.0,1011,30,10,154,20,Gambia
2021-02-01,29,24,0.0,11.6,7,63,10:48 PM,10:29 AM,07:33 AM,07:07 PM,9,26,26,26,36,36,37,0.0,1011,29,10,128,17,Gambia
2021-02-02,28,23,0.0,11.6,7,55,11:43 PM,11:12 AM,07:33 AM,07:07 PM,10,25,25,25,34,9,40,0.0,1011,28,10,175,17,Gambia
2021-02-03,26,22,0.0,11.6,6,48,No moonrise,11:55 AM,07:33 AM,07:08 PM,11,25,25,23,36,30,46,0.0,1011,26,10,247,17,Gambia
2021-02-04,26,22,0.0,11.6,6,40,12:39 AM,12:40 PM,07:33 AM,07:08 PM,13,25,25,23,37,18,54,0.0,1011,26,10,288,19,Gambia
2021-02-05,24,21,0.0,11.6,6,33,01:37 AM,01:28 PM,07:33 AM,07:09 PM,15,24,24,22,40,16,62,0.0,1012,24,10,302,24,Gambia
2021-02-06,25,19,0.0,11.6,6,25,02:36 AM,02:19 PM,07:32 AM,07:09 PM,14,22,22,22,45,20,61,0.0,1014,25,10,183,29,Gambia
2021-02-07,27,20,0.0,11.6,6,18,03:37 AM,03:15 PM,07:32 AM,07:09 PM,11,23,23,23,41,19,47,0.0,1012,27,10,140,24,Gambia
