date_time,Belize_maxtempC,Belize_mintempC,Belize_totalSnow_cm,Belize_sunHour,Belize_uvIndex,Belize_moon_illumination,Belize_moonrise,Belize_moonset,Belize_sunrise,Belize_sunset,Belize_DewPointC,Belize_FeelsLikeC,Belize_HeatIndexC,Belize_WindChillC,Belize_WindGustKmph,Belize_cloudcover,Belize_humidity,Belize_precipMM,Belize_pressure,Belize_tempC,Belize_visibility,Belize_winddirDegree,Belize_windspeedKmph,Belize_location
2020-02-21,32,21,0.0,5.8,6,0,05:03 AM,04:32 PM,06:18 AM,05:59 PM,20,28,28,26,8,57,79,0.5,1018,32,7,175,5,Belize
2020-02-22,28,20,0.0,4.3,5,0,05:48 AM,05:24 PM,06:18 AM,05:59 PM,19,24,24,23,7,82,83,3.7,1020,28,9,136,5,Belize
2020-02-23,29,16,0.0,11.6,5,0,06:28 AM,06:14 PM,06:17 AM,06:00 PM,17,24,24,23,6,46,77,0.1,1018,29,6,166,4,Belize
2020-02-24,31,16,0.0,11.6,7,0,07:06 AM,07:02 PM,06:17 AM,06:00 PM,16,24,24,23,9,1,71,0.0,1012,31,10,130,6,Belize
2020-02-25,34,17,0.0,11.6,6,8,07:42 AM,07:50 PM,06:16 AM,06:00 PM,19,27,27,26,8,34,76,0.0,1010,34,7,118,5,Belize
2020-02-26,34,21,0.0,8.8,6,15,08:16 AM,08:36 PM,06:15 AM,06:01 PM,21,28,28,25,3,77,83,9.0,1012,34,6,229,2,Belize
2020-02-27,24,20,0.0,5.9,5,23,08:51 AM,09:24 PM,06:15 AM,06:01 PM,20,21,22,21,7,99,94,7.1,1019,24,4,308,5,Belize
2020-02-28,24,18,0.0,5.9,5,30,09:26 AM,10:11 PM,06:14 AM,06:01 PM,15,20,21,20,6,82,72,0.0,1023,24,10,248,4,Belize
2020-02-29,26,16,0.0,10.2,5,38,10:03 AM,11:01 PM,06:13 AM,06:02 PM,15,21,21,21,6,58,76,1.2,1024,26,10,240,4,Belize
2020-03-01,26,16,0.0,8.8,5,44,10:43 AM,11:52 PM,06:13 AM,06:02 PM,17,22,22,21,8,75,82,0.6,1020,26,6,100,6,Belize
2020-03-02,29,19,0.0,6.0,6,51,11:26 AM,No moonset,06:12 AM,06:02 PM,20,24,24,23,11,88,85,0.4,1014,29,5,110,8,Belize
2020-03-03,33,22,0.0,10.2,6,58,12:14 PM,12:46 AM,06:11 AM,06:02 PM,21,30,30,27,12,49,79,0.3,1011,33,6,99,8,Belize
2020-03-04,35,22,0.0,11.6,7,65,01:08 PM,01:43 AM,06:11 AM,06:03 PM,21,31,31,28,12,52,77,0.0,1010,35,5,92,8,Belize
2020-03-05,33,22,0.0,11.6,6,73,02:06 PM,02:39 AM,06:10 AM,06:03 PM,21,31,31,28,8,58,78,0.0,1014,33,5,81,6,Belize
2020-03-06,25,21,0.0,6.0,5,80,03:08 PM,03:37 AM,06:09 AM,06:03 PM,22,25,25,23,8,92,97,21.5,1020,25,6,273,5,Belize
2020-03-07,22,19,0.0,6.0,5,87,04:12 PM,04:31 AM,06:09 AM,06:03 PM,18,20,21,20,8,89,90,18.5,1021,22,7,243,5,Belize
2020-03-08,21,12,0.0,6.0,4,95,05:16 PM,05:24 AM,06:08 AM,06:04 PM,19,18,19,18,6,90,94,4.4,1020,21,7,196,4,Belize
2020-03-09,27,18,0.0,6.0,5,100,06:19 PM,06:12 AM,06:07 AM,06:04 PM,20,23,23,22,7,85,90,5.3,1020,27,7,169,5,Belize
2020-03-10,25,19,0.0,6.0,5,100,07:22 PM,06:59 AM,06:06 AM,06:04 PM,21,23,23,22,6,86,95,6.3,1019,25,7,140,4,Belize
2020-03-11,31,19,0.0,6.0,6,84,08:23 PM,07:45 AM,06:06 AM,06:04 PM,20,24,24,23,7,90,84,1.0,1017,31,5,125,5,Belize
2020-03-12,30,18,0.0,10.2,6,76,09:25 PM,08:31 AM,06:05 AM,06:04 PM,19,26,26,24,8,68,80,0.7,1014,30,5,130,5,Belize
2020-03-13,30,19,0.0,10.2,6,69,10:25 PM,09:17 AM,06:04 AM,06:05 PM,19,26,26,25,10,73,79,0.1,1015,30,5,109,7,Belize
2020-03-14,31,20,0.0,8.8,6,62,11:26 PM,10:05 AM,06:03 AM,06:05 PM,19,26,26,25,8,64,78,1.0,1017,31,8,118,6,Belize
2020-03-15,31,20,0.0,8.8,6,55,No moonrise,10:56 AM,06:03 AM,06:05 PM,19,27,27,26,9,65,77,0.5,1017,31,6,129,7,Belize
2020-03-16,30,20,0.0,7.4,6,47,12:24 AM,11:48 AM,06:02 AM,06:05 PM,20,25,25,24,9,75,81,2.1,1017,30,6,112,6,Belize
2020-03-17,29,19,0.0,6.0,5,40,01:21 AM,12:42 PM,06:01 AM,06:05 PM,20,24,24,23,9,91,86,4.0,1016,29,5,111,5,Belize
2020-03-18,30,20,0.0,10.3,6,33,02:13 AM,01:36 PM,06:00 AM,06:06 PM,20,27,27,25,11,67,83,4.2,1016,30,7,98,7,Belize
2020-03-19,32,21,0.0,11.7,6,25,03:02 AM,02:28 PM,06:00 AM,06:06 PM,20,27,27,25,11,71,80,0.5,1017,32,6,106,8,Belize
2020-03-20,31,21,0.0,12.5,6,18,03:47 AM,03:20 PM,05:59 AM,06:06 PM,21,28,28,26,12,59,80,1.0,1017,31,6,97,8,Belize
2020-03-21,31,21,0.0,9.1,6,11,04:28 AM,04:10 PM,05:58 AM,06:06 PM,20,26,26,24,10,77,81,1.7,1018,31,7,105,7,Belize
2020-03-22,28,20,0.0,10.5,5,4,05:06 AM,04:59 PM,05:57 AM,06:06 PM,21,24,24,23,9,82,89,6.1,1017,28,7,133,6,Belize
2020-03-23,32,20,0.0,10.5,6,0,05:43 AM,05:47 PM,05:56 AM,06:07 PM,18,27,27,25,9,61,74,0.4,1018,32,8,104,6,Belize
2020-03-24,31,20,0.0,11.8,6,0,06:17 AM,06:33 PM,05:56 AM,06:07 PM,20,27,27,25,11,74,79,0.2,1016,31,5,114,8,Belize
2020-03-25,32,21,0.0,10.5,6,3,06:51 AM,07:21 PM,05:55 AM,06:07 PM,21,29,29,27,10,71,79,0.4,1013,32,5,98,7,Belize
2020-03-26,33,21,0.0,11.8,6,11,07:27 AM,08:08 PM,05:54 AM,06:07 PM,21,29,29,27,11,63,78,0.0,1012,33,5,105,8,Belize
2020-03-27,32,21,0.0,10.5,6,18,08:03 AM,08:57 PM,05:53 AM,06:07 PM,21,29,29,26,12,67,79,0.9,1011,32,9,96,9,Belize
2020-03-28,33,22,0.0,10.5,6,25,08:41 AM,09:48 PM,05:53 AM,06:08 PM,21,30,30,27,13,72,77,0.4,1011,33,5,92,9,Belize
2020-03-29,32,21,0.0,11.8,6,32,09:23 AM,10:40 PM,05:52 AM,06:08 PM,20,29,29,26,12,62,78,0.4,1013,32,5,95,8,Belize
2020-03-30,33,21,0.0,11.8,6,40,10:08 AM,11:34 PM,05:51 AM,06:08 PM,20,29,29,27,11,46,75,0.5,1013,33,7,100,8,Belize
2020-03-31,33,21,0.0,10.5,6,44,10:59 AM,No moonset,05:50 AM,06:08 PM,21,29,29,27,10,80,78,0.7,1011,33,6,109,7,Belize
2020-04-01,36,21,0.0,12.6,7,56,11:53 AM,12:29 AM,05:49 AM,06:08 PM,19,30,30,28,9,39,69,0.0,1011,36,8,139,6,Belize
2020-04-02,35,20,0.0,12.6,7,64,12:52 PM,01:25 AM,05:49 AM,06:08 PM,18,28,28,27,10,11,68,0.0,1011,35,10,123,7,Belize
2020-04-03,34,20,0.0,12.6,6,71,01:53 PM,02:18 AM,05:48 AM,06:09 PM,19,28,28,27,11,50,74,0.0,1011,34,5,115,8,Belize
2020-04-04,33,20,0.0,12.6,6,79,02:55 PM,03:10 AM,05:47 AM,06:09 PM,20,27,27,26,12,59,77,0.0,1010,33,5,109,8,Belize
2020-04-05,33,21,0.0,11.9,6,87,03:58 PM,03:59 AM,05:46 AM,06:09 PM,20,27,27,26,12,60,77,0.2,1011,33,5,99,8,Belize
2020-04-06,34,20,0.0,12.6,6,94,05:00 PM,04:46 AM,05:46 AM,06:09 PM,20,28,28,26,9,56,75,0.1,1013,34,8,125,7,Belize
2020-04-07,34,21,0.0,12.6,6,100,06:02 PM,05:33 AM,05:45 AM,06:09 PM,21,29,29,26,12,57,77,0.4,1014,34,5,102,8,Belize
2020-04-08,34,21,0.0,12.7,6,100,07:04 PM,06:18 AM,05:44 AM,06:10 PM,20,30,30,28,11,50,75,0.0,1013,34,5,101,8,Belize
2020-04-09,36,21,0.0,12.7,7,83,08:07 PM,07:05 AM,05:43 AM,06:10 PM,20,30,30,28,11,50,73,0.0,1011,36,5,112,7,Belize
2020-04-10,34,21,0.0,12.7,7,76,09:10 PM,07:54 AM,05:43 AM,06:10 PM,21,30,30,28,10,50,78,0.0,1010,34,6,112,7,Belize
2020-04-11,35,21,0.0,11.9,6,68,10:12 PM,08:45 AM,05:42 AM,06:10 PM,21,29,29,27,12,54,76,0.0,1010,35,5,105,8,Belize
2020-04-12,38,23,0.0,12.7,7,61,11:12 PM,09:39 AM,05:41 AM,06:10 PM,22,34,34,30,13,29,71,0.1,1009,38,9,96,9,Belize
2020-04-13,40,23,0.0,12.7,7,53,No moonrise,10:33 AM,05:41 AM,06:11 PM,22,34,34,31,10,43,70,0.0,1010,40,6,105,7,Belize
2020-04-14,35,23,0.0,10.6,7,46,12:08 AM,11:29 AM,05:40 AM,06:11 PM,22,32,32,29,9,60,78,0.5,1011,35,7,116,7,Belize
2020-04-15,35,23,0.0,10.6,7,38,12:59 AM,12:23 PM,05:39 AM,06:11 PM,21,32,32,29,9,57,75,0.2,1011,35,7,116,7,Belize
2020-04-16,34,21,0.0,11.9,7,30,01:46 AM,01:16 PM,05:38 AM,06:11 PM,20,30,30,28,9,61,76,0.0,1013,34,5,122,7,Belize
2020-04-17,35,21,0.0,12.7,7,23,02:28 AM,02:07 PM,05:38 AM,06:12 PM,20,30,30,28,12,52,74,0.3,1014,35,5,113,8,Belize
2020-04-18,36,22,0.0,12.8,7,15,03:07 AM,02:56 PM,05:37 AM,06:12 PM,19,31,31,29,13,41,70,0.0,1013,36,5,99,9,Belize
2020-04-19,37,22,0.0,12.8,7,8,03:44 AM,03:44 PM,05:36 AM,06:12 PM,21,32,32,29,12,48,72,0.3,1010,37,7,101,9,Belize
2020-04-20,41,22,0.0,12.8,7,0,04:18 AM,04:30 PM,05:36 AM,06:12 PM,21,34,34,31,9,43,69,0.0,1008,41,6,112,7,Belize
2020-04-21,38,23,0.0,12.8,7,0,04:53 AM,05:18 PM,05:35 AM,06:13 PM,21,33,33,30,8,53,73,0.0,1010,38,5,82,6,Belize
2020-04-22,35,23,0.0,11.9,7,0,05:28 AM,06:05 PM,05:34 AM,06:13 PM,22,32,32,29,13,60,76,1.2,1011,35,9,90,9,Belize
2020-04-23,39,24,0.0,12.8,7,0,06:03 AM,06:54 PM,05:34 AM,06:13 PM,22,33,33,30,12,43,72,0.1,1008,39,7,91,9,Belize
2020-04-24,41,23,0.0,12.8,7,7,06:41 AM,07:44 PM,05:33 AM,06:13 PM,21,35,35,31,9,48,71,0.0,1008,41,6,153,6,Belize
2020-04-25,39,22,0.0,12.8,7,15,07:22 AM,08:36 PM,05:33 AM,06:14 PM,21,33,33,30,9,35,72,0.0,1009,39,7,110,7,Belize
2020-04-26,36,23,0.0,12.8,7,22,08:06 AM,09:30 PM,05:32 AM,06:14 PM,21,31,31,28,11,46,74,0.0,1012,36,5,81,8,Belize
2020-04-27,35,22,0.0,11.9,7,30,08:55 AM,10:24 PM,05:31 AM,06:14 PM,19,30,30,28,11,67,71,0.5,1015,35,6,123,8,Belize
2020-04-28,35,22,0.0,12.8,7,37,09:48 AM,11:19 PM,05:31 AM,06:14 PM,20,30,30,28,11,56,72,0.0,1014,35,5,105,8,Belize
2020-04-29,35,22,0.0,11.9,7,45,10:43 AM,No moonset,05:30 AM,06:15 PM,21,31,31,28,11,60,76,0.3,1012,35,6,101,8,Belize
2020-04-30,36,22,0.0,11.9,7,52,11:42 AM,12:12 AM,05:30 AM,06:15 PM,21,32,32,29,10,49,74,0.3,1013,36,6,121,7,Belize
2020-05-01,35,21,0.0,12.9,6,58,12:42 PM,01:03 AM,05:29 AM,06:15 PM,20,30,30,28,9,39,72,0.0,1015,35,8,116,6,Belize
2020-05-02,34,21,0.0,12.9,7,65,01:42 PM,01:51 AM,05:29 AM,06:16 PM,20,29,29,27,10,49,72,0.1,1015,34,8,133,7,Belize
2020-05-03,35,22,0.0,12.9,7,72,02:42 PM,02:37 AM,05:28 AM,06:16 PM,21,30,30,28,11,54,74,0.0,1013,35,6,122,8,Belize
2020-05-04,35,22,0.0,12.9,7,80,03:43 PM,03:22 AM,05:28 AM,06:16 PM,21,31,31,28,10,54,73,0.0,1012,35,6,110,7,Belize
2020-05-05,35,23,0.0,12.9,7,87,04:44 PM,04:06 AM,05:27 AM,06:16 PM,22,31,31,28,11,47,75,0.0,1011,35,7,107,8,Belize
2020-05-06,33,23,0.0,8.1,6,94,05:46 PM,04:52 AM,05:27 AM,06:17 PM,23,30,30,27,10,85,81,4.6,1012,33,5,110,7,Belize
2020-05-07,31,22,0.0,8.1,6,100,06:49 PM,05:40 AM,05:26 AM,06:17 PM,23,28,28,25,9,72,88,24.4,1014,31,7,77,5,Belize
2020-05-08,33,22,0.0,8.1,6,100,07:53 PM,06:30 AM,05:26 AM,06:17 PM,22,29,29,26,9,79,81,2.2,1013,33,7,96,6,Belize
2020-05-09,33,23,0.0,9.4,6,84,08:56 PM,07:24 AM,05:26 AM,06:18 PM,23,29,29,26,8,76,83,0.4,1012,33,7,117,6,Belize
2020-05-10,30,23,0.0,10.6,6,77,09:55 PM,08:19 AM,05:25 AM,06:18 PM,24,30,30,26,9,69,87,15.1,1013,30,8,124,5,Belize
2020-05-11,33,22,0.0,8.1,6,70,10:51 PM,09:17 AM,05:25 AM,06:18 PM,22,29,29,27,9,88,83,8.2,1014,33,7,200,6,Belize
2020-05-12,36,22,0.0,11.9,6,62,11:41 PM,10:13 AM,05:24 AM,06:19 PM,23,29,29,26,5,54,85,8.5,1013,36,10,73,3,Belize
2020-05-13,32,22,0.0,13.0,6,55,No moonrise,11:09 AM,05:24 AM,06:19 PM,22,30,30,27,9,60,80,3.3,1012,32,6,102,6,Belize
2020-05-14,31,23,0.0,13.0,6,48,12:26 AM,12:01 PM,05:24 AM,06:19 PM,24,30,30,26,10,63,88,6.4,1011,31,5,101,6,Belize
2020-05-15,35,24,0.0,10.7,6,40,01:07 AM,12:51 PM,05:23 AM,06:20 PM,24,31,31,27,9,79,83,7.5,1009,35,5,104,6,Belize
2020-05-16,36,23,0.0,10.7,7,33,01:44 AM,01:40 PM,05:23 AM,06:20 PM,23,33,33,30,9,68,76,0.4,1008,36,5,105,6,Belize
2020-05-17,34,24,0.0,8.1,7,26,02:19 AM,02:27 PM,05:23 AM,06:20 PM,24,33,33,28,9,88,82,5.9,1009,34,6,91,6,Belize
