date_time,Senegal_maxtempC,Senegal_mintempC,Senegal_totalSnow_cm,Senegal_sunHour,Senegal_uvIndex,Senegal_moon_illumination,Senegal_moonrise,Senegal_moonset,Senegal_sunrise,Senegal_sunset,Senegal_DewPointC,Senegal_FeelsLikeC,Senegal_HeatIndexC,Senegal_WindChillC,Senegal_WindGustKmph,Senegal_cloudcover,Senegal_humidity,Senegal_precipMM,Senegal_pressure,Senegal_tempC,Senegal_visibility,Senegal_winddirDegree,Senegal_windspeedKmph,Senegal_location
2020-01-01,24,16,0.0,11.2,6,37,12:15 PM,No moonset,07:35 AM,06:51 PM,13,24,24,22,50,13,52,0.0,1013,24,10,45,27,Senegal
2020-01-02,23,17,0.0,11.2,6,44,12:51 PM,12:20 AM,07:35 AM,06:52 PM,11,24,24,22,46,45,48,0.0,1014,23,10,86,27,Senegal
2020-01-03,25,17,0.0,11.2,6,51,01:27 PM,01:07 AM,07:36 AM,06:53 PM,13,24,24,22,42,37,51,0.0,1014,25,10,40,24,Senegal
2020-01-04,23,21,0.0,11.2,6,59,02:03 PM,01:53 AM,07:36 AM,06:53 PM,12,25,25,23,48,20,49,0.0,1015,23,10,43,29,Senegal
2020-01-05,22,13,0.0,11.2,6,66,02:41 PM,02:40 AM,07:36 AM,06:54 PM,12,21,23,21,52,8,52,0.0,1015,22,10,35,32,Senegal
2020-01-06,22,14,0.0,11.2,6,73,03:23 PM,03:30 AM,07:37 AM,06:54 PM,12,20,23,20,55,2,53,0.0,1014,22,10,30,35,Senegal
2020-01-07,22,15,0.0,11.2,6,80,04:07 PM,04:22 AM,07:37 AM,06:55 PM,11,20,22,20,54,2,51,0.0,1014,22,10,27,36,Senegal
2020-01-08,22,13,0.0,11.2,6,88,04:57 PM,05:17 AM,07:37 AM,06:56 PM,11,20,23,20,53,10,51,0.0,1014,22,10,30,36,Senegal
2020-01-09,21,14,0.0,11.2,6,95,05:53 PM,06:15 AM,07:38 AM,06:56 PM,10,20,22,20,56,13,49,0.0,1015,21,10,30,39,Senegal
2020-01-10,22,13,0.0,11.2,6,100,06:52 PM,07:14 AM,07:38 AM,06:57 PM,11,20,22,20,59,0,51,0.0,1016,22,10,32,39,Senegal
2020-01-11,22,13,0.0,11.2,6,100,07:54 PM,08:13 AM,07:38 AM,06:57 PM,11,20,22,20,52,14,51,0.0,1015,22,10,31,33,Senegal
2020-01-12,21,11,0.0,11.2,6,83,08:56 PM,09:09 AM,07:38 AM,06:58 PM,12,20,22,20,50,9,55,0.0,1015,21,10,25,30,Senegal
2020-01-13,23,17,0.0,11.2,6,76,09:57 PM,10:02 AM,07:38 AM,06:58 PM,13,21,23,21,47,1,57,0.0,1014,23,10,68,27,Senegal
2020-01-14,22,17,0.0,11.2,6,69,10:57 PM,10:51 AM,07:39 AM,06:59 PM,12,21,24,21,47,14,55,0.0,1012,22,10,77,25,Senegal
2020-01-15,22,16,0.0,11.6,6,61,11:54 PM,11:37 AM,07:39 AM,07:00 PM,13,21,24,21,49,9,59,0.0,1014,22,10,71,27,Senegal
2020-01-16,22,14,0.0,10.2,5,54,No moonrise,12:21 PM,07:39 AM,07:00 PM,13,20,23,20,52,40,58,0.0,1014,22,10,21,28,Senegal
2020-01-17,25,21,0.0,11.6,6,47,12:50 AM,01:05 PM,07:39 AM,07:01 PM,13,25,25,23,46,17,55,0.0,1014,25,10,73,24,Senegal
2020-01-18,25,21,0.0,11.6,6,40,01:46 AM,01:49 PM,07:39 AM,07:01 PM,13,24,24,23,45,6,53,0.0,1014,25,10,120,22,Senegal
2020-01-19,22,16,0.0,11.6,6,32,02:42 AM,02:34 PM,07:39 AM,07:02 PM,13,21,24,21,46,11,54,0.0,1013,22,10,121,23,Senegal
2020-01-20,22,13,0.0,11.6,6,25,03:39 AM,03:22 PM,07:39 AM,07:02 PM,13,21,23,21,36,27,57,0.0,1011,22,10,152,18,Senegal
2020-01-21,23,21,0.0,8.7,5,18,04:36 AM,04:13 PM,07:39 AM,07:03 PM,15,25,25,22,34,36,62,0.0,1011,23,10,138,18,Senegal
2020-01-22,22,15,0.0,11.6,5,11,05:33 AM,05:06 PM,07:39 AM,07:04 PM,16,21,23,21,42,29,69,0.0,1013,22,10,141,22,Senegal
2020-01-23,22,13,0.0,11.6,6,3,06:27 AM,06:00 PM,07:39 AM,07:04 PM,16,20,23,20,49,18,68,0.0,1013,22,10,14,25,Senegal
2020-01-24,22,12,0.0,11.6,6,0,07:20 AM,06:54 PM,07:39 AM,07:05 PM,17,21,23,21,60,7,69,0.0,1012,22,10,144,30,Senegal
2020-01-25,23,22,0.0,8.7,5,0,08:08 AM,07:47 PM,07:39 AM,07:05 PM,16,25,25,23,70,26,67,0.2,1013,23,10,59,35,Senegal
2020-01-26,23,13,0.0,11.6,6,4,08:53 AM,08:38 PM,07:39 AM,07:06 PM,17,21,23,21,64,15,67,0.0,1014,23,10,18,31,Senegal
2020-01-27,25,23,0.0,11.6,6,11,09:34 AM,09:27 PM,07:39 AM,07:06 PM,16,25,25,24,52,17,63,0.0,1013,25,10,144,25,Senegal
2020-01-28,23,15,0.0,11.6,6,18,10:12 AM,10:14 PM,07:39 AM,07:07 PM,17,21,24,21,49,0,71,0.0,1012,23,10,132,25,Senegal
2020-01-29,24,22,0.0,11.6,6,26,10:49 AM,11:00 PM,07:39 AM,07:07 PM,16,25,25,23,34,2,64,0.0,1012,24,10,301,17,Senegal
2020-01-30,27,23,0.0,11.6,7,33,11:25 AM,11:46 PM,07:39 AM,07:08 PM,14,26,26,25,40,0,50,0.0,1013,27,10,117,19,Senegal
2020-01-31,25,23,0.0,11.6,6,37,12:00 PM,No moonset,07:39 AM,07:08 PM,14,26,26,24,66,0,51,0.0,1013,25,10,34,31,Senegal
2020-02-01,23,22,0.0,11.6,6,49,12:37 PM,12:32 AM,07:39 AM,07:09 PM,15,25,25,23,55,0,60,0.0,1013,23,10,147,27,Senegal
2020-02-02,25,23,0.0,11.6,6,57,01:16 PM,01:20 AM,07:38 AM,07:09 PM,15,25,25,24,36,5,59,0.0,1013,25,10,166,18,Senegal
2020-02-03,24,23,0.0,11.6,5,64,01:58 PM,02:10 AM,07:38 AM,07:09 PM,17,25,25,24,27,30,67,0.0,1013,24,10,306,14,Senegal
2020-02-04,24,18,0.0,7.3,5,72,02:44 PM,03:02 AM,07:38 AM,07:10 PM,17,25,25,22,35,79,69,0.0,1014,24,10,254,17,Senegal
2020-02-05,23,13,0.0,11.6,6,79,03:36 PM,03:58 AM,07:38 AM,07:10 PM,14,21,23,21,56,16,56,0.0,1013,23,10,63,26,Senegal
2020-02-06,24,15,0.0,11.6,6,87,04:32 PM,04:56 AM,07:37 AM,07:11 PM,14,24,24,22,57,0,57,0.0,1013,24,10,23,28,Senegal
2020-02-07,25,18,0.0,11.6,6,95,05:34 PM,05:55 AM,07:37 AM,07:11 PM,15,25,25,22,59,2,57,0.0,1013,25,10,22,29,Senegal
2020-02-08,25,22,0.0,11.6,6,100,06:36 PM,06:53 AM,07:37 AM,07:12 PM,15,25,25,24,60,16,57,0.0,1014,25,10,24,29,Senegal
2020-02-09,24,18,0.0,11.6,6,100,07:40 PM,07:48 AM,07:37 AM,07:12 PM,16,24,24,22,62,7,63,0.0,1014,24,10,63,32,Senegal
2020-02-10,23,15,0.0,11.6,6,83,08:42 PM,08:40 AM,07:36 AM,07:12 PM,16,21,24,21,49,0,65,0.0,1014,23,10,100,26,Senegal
2020-02-11,24,15,0.0,11.6,6,75,09:43 PM,09:30 AM,07:36 AM,07:13 PM,15,24,24,21,45,0,59,0.0,1013,24,10,150,22,Senegal
2020-02-12,23,15,0.0,11.6,6,68,10:42 PM,10:16 AM,07:35 AM,07:13 PM,16,21,24,21,52,0,65,0.0,1012,23,10,94,26,Senegal
2020-02-13,28,24,0.0,11.6,7,60,11:40 PM,11:01 AM,07:35 AM,07:13 PM,15,27,27,26,44,0,54,0.0,1011,28,10,121,21,Senegal
2020-02-14,26,23,0.0,11.6,6,53,No moonrise,11:47 AM,07:35 AM,07:14 PM,16,26,26,25,60,5,57,0.0,1011,26,10,23,29,Senegal
2020-02-15,26,17,0.0,11.6,6,45,12:37 AM,12:32 PM,07:34 AM,07:14 PM,16,25,25,23,55,9,58,0.0,1011,26,10,25,26,Senegal
2020-02-16,25,23,0.0,11.6,6,38,01:35 AM,01:20 PM,07:34 AM,07:14 PM,16,26,26,24,57,13,60,0.0,1011,25,10,66,28,Senegal
2020-02-17,25,23,0.0,11.6,6,30,02:31 AM,02:10 PM,07:33 AM,07:15 PM,17,25,25,24,57,23,66,0.0,1011,25,10,147,29,Senegal
2020-02-18,26,19,0.0,11.6,6,22,03:28 AM,03:02 PM,07:33 AM,07:15 PM,15,25,25,24,65,12,53,0.0,1011,26,10,29,32,Senegal
2020-02-19,24,18,0.0,11.6,6,15,04:23 AM,03:55 PM,07:33 AM,07:15 PM,17,25,25,22,65,23,66,0.0,1010,24,10,145,31,Senegal
2020-02-20,22,15,0.0,8.8,5,7,05:16 AM,04:48 PM,07:32 AM,07:16 PM,18,21,24,21,51,71,74,0.0,1009,22,10,178,27,Senegal
2020-02-21,23,15,0.0,11.6,6,0,06:04 AM,05:41 PM,07:32 AM,07:16 PM,18,24,24,22,49,18,75,0.0,1010,23,10,261,27,Senegal
2020-02-22,22,13,0.0,11.6,6,0,06:50 AM,06:32 PM,07:31 AM,07:16 PM,19,21,23,21,42,3,80,0.0,1011,22,10,221,28,Senegal
2020-02-23,22,15,0.0,11.6,6,0,07:32 AM,07:22 PM,07:31 AM,07:16 PM,19,21,23,21,41,14,82,0.0,1012,22,10,304,27,Senegal
2020-02-24,23,22,0.0,11.6,5,0,08:11 AM,08:09 PM,07:30 AM,07:17 PM,18,25,25,23,48,45,76,0.2,1012,23,10,223,27,Senegal
2020-02-25,25,23,0.0,11.6,6,8,08:48 AM,08:56 PM,07:29 AM,07:17 PM,18,25,25,24,51,13,69,0.0,1010,25,10,219,25,Senegal
2020-02-26,27,24,0.0,11.6,7,15,09:24 AM,09:42 PM,07:29 AM,07:17 PM,14,26,26,25,48,8,49,0.0,1009,27,10,42,23,Senegal
2020-02-27,27,24,0.0,11.6,7,23,09:59 AM,10:27 PM,07:28 AM,07:17 PM,14,26,26,25,36,0,51,0.0,1010,27,10,169,17,Senegal
2020-02-28,26,23,0.0,11.6,6,30,10:35 AM,11:14 PM,07:28 AM,07:18 PM,14,25,25,24,48,0,54,0.0,1011,26,10,62,23,Senegal
2020-02-29,23,14,0.0,11.6,6,38,11:13 AM,No moonset,07:27 AM,07:18 PM,17,21,23,21,59,2,68,0.0,1012,23,10,98,32,Senegal
2020-03-01,24,16,0.0,11.6,6,44,11:53 AM,12:02 AM,07:27 AM,07:18 PM,16,24,24,22,56,25,64,0.0,1011,24,10,57,30,Senegal
2020-03-02,25,17,0.0,11.6,6,51,12:36 PM,12:53 AM,07:26 AM,07:18 PM,15,24,24,22,50,18,59,0.0,1011,25,10,104,25,Senegal
2020-03-03,27,23,0.0,11.6,7,58,01:24 PM,01:46 AM,07:25 AM,07:18 PM,15,26,26,25,46,2,54,0.0,1012,27,10,146,22,Senegal
2020-03-04,24,16,0.0,11.6,6,65,02:16 PM,02:41 AM,07:25 AM,07:19 PM,17,24,24,22,51,0,65,0.0,1012,24,10,131,26,Senegal
2020-03-05,24,18,0.0,11.6,6,73,03:14 PM,03:38 AM,07:24 AM,07:19 PM,17,24,24,22,51,0,65,0.0,1011,24,10,131,25,Senegal
2020-03-06,24,17,0.0,11.6,6,80,04:15 PM,04:35 AM,07:23 AM,07:19 PM,17,25,25,23,48,0,67,0.0,1010,24,10,169,24,Senegal
2020-03-07,24,18,0.0,11.6,6,87,05:18 PM,05:31 AM,07:23 AM,07:19 PM,18,25,25,23,41,0,71,0.0,1009,24,10,296,21,Senegal
2020-03-08,24,17,0.0,11.6,6,95,06:21 PM,06:24 AM,07:22 AM,07:19 PM,18,25,25,22,41,8,70,0.0,1010,24,10,302,21,Senegal
2020-03-09,24,14,0.0,8.8,5,100,07:24 PM,07:16 AM,07:21 AM,07:19 PM,18,24,24,22,46,40,72,0.0,1011,24,10,137,23,Senegal
2020-03-10,24,16,0.0,11.6,6,100,08:24 PM,08:04 AM,07:21 AM,07:20 PM,17,24,24,22,47,5,68,0.0,1010,24,10,218,24,Senegal
2020-03-11,25,18,0.0,11.6,6,84,09:25 PM,08:51 AM,07:20 AM,07:20 PM,17,25,25,23,52,0,64,0.0,1009,25,10,181,26,Senegal
2020-03-12,25,19,0.0,11.6,6,76,10:25 PM,09:38 AM,07:19 AM,07:20 PM,16,25,25,23,57,1,59,0.0,1010,25,10,102,27,Senegal
2020-03-13,24,18,0.0,11.6,6,69,11:25 PM,10:25 AM,07:19 AM,07:20 PM,16,25,25,23,59,0,61,0.0,1010,24,10,106,29,Senegal
2020-03-14,23,19,0.0,11.6,6,62,No moonrise,11:14 AM,07:18 AM,07:20 PM,18,25,25,23,50,0,72,0.0,1012,23,10,96,27,Senegal
2020-03-15,23,22,0.0,11.6,6,55,12:24 AM,12:05 PM,07:17 AM,07:20 PM,18,25,25,22,41,0,78,0.0,1012,23,10,223,28,Senegal
2020-03-16,22,14,0.0,11.6,6,47,01:23 AM,12:57 PM,07:17 AM,07:20 PM,18,21,24,21,44,0,78,0.0,1011,22,10,136,31,Senegal
2020-03-17,22,13,0.0,11.6,6,40,02:19 AM,01:51 PM,07:16 AM,07:21 PM,18,21,23,21,41,5,78,0.0,1011,22,10,261,29,Senegal
2020-03-18,22,15,0.0,11.6,6,33,03:13 AM,02:44 PM,07:15 AM,07:21 PM,18,21,23,21,37,3,78,0.0,1012,22,10,344,26,Senegal
2020-03-19,22,15,0.0,11.6,6,25,04:03 AM,03:38 PM,07:15 AM,07:21 PM,18,21,23,21,38,3,77,0.0,1013,22,10,178,27,Senegal
2020-03-20,22,14,0.0,11.6,6,18,04:49 AM,04:28 PM,07:14 AM,07:21 PM,18,21,23,21,40,4,76,0.0,1011,22,10,180,27,Senegal
2020-03-21,23,16,0.0,11.6,6,11,05:32 AM,05:19 PM,07:13 AM,07:21 PM,18,21,24,21,43,1,77,0.0,1011,23,10,179,28,Senegal
2020-03-22,22,13,0.0,11.6,6,4,06:11 AM,06:06 PM,07:12 AM,07:21 PM,18,21,23,21,47,0,77,0.0,1012,22,10,180,31,Senegal
2020-03-23,21,13,0.0,11.6,6,0,06:48 AM,06:53 PM,07:12 AM,07:21 PM,18,20,22,20,45,2,79,0.0,1013,21,10,134,33,Senegal
2020-03-24,21,14,0.0,11.6,5,0,07:25 AM,07:39 PM,07:11 AM,07:21 PM,16,19,21,19,43,8,76,0.0,1014,21,10,98,33,Senegal
2020-03-25,21,15,0.0,11.6,6,3,08:00 AM,08:25 PM,07:10 AM,07:22 PM,17,20,21,20,40,0,78,0.0,1012,21,10,182,28,Senegal
2020-03-26,22,21,0.0,11.6,6,11,08:35 AM,09:11 PM,07:09 AM,07:22 PM,18,22,24,22,38,5,78,0.0,1011,22,10,265,26,Senegal
2020-03-27,21,17,0.0,11.6,6,18,09:12 AM,09:59 PM,07:09 AM,07:22 PM,17,21,22,21,47,6,77,0.0,1012,21,10,138,34,Senegal
2020-03-28,21,14,0.0,11.6,5,25,09:51 AM,10:48 PM,07:08 AM,07:22 PM,17,19,21,19,47,7,77,0.0,1013,21,10,142,32,Senegal
2020-03-29,21,14,0.0,11.6,6,32,10:33 AM,11:40 PM,07:07 AM,07:22 PM,18,20,22,20,44,14,81,0.0,1013,21,10,179,28,Senegal
2020-03-30,22,14,0.0,11.6,6,40,11:18 AM,No moonset,07:07 AM,07:22 PM,18,20,23,20,48,8,77,0.0,1010,22,10,220,26,Senegal
2020-03-31,22,15,0.0,11.6,6,44,12:08 PM,12:33 AM,07:06 AM,07:22 PM,18,21,24,21,48,3,75,0.0,1010,22,10,183,25,Senegal
2020-04-01,24,17,0.0,11.6,6,56,01:02 PM,01:28 AM,07:05 AM,07:22 PM,18,24,24,22,67,1,75,0.0,1010,24,10,139,33,Senegal
2020-04-02,23,16,0.0,11.6,6,64,02:00 PM,02:23 AM,07:04 AM,07:22 PM,18,21,24,21,63,1,75,0.0,1011,23,10,142,32,Senegal
2020-04-03,23,22,0.0,11.6,6,71,03:00 PM,03:18 AM,07:04 AM,07:23 PM,18,25,25,22,52,3,76,0.0,1010,23,10,141,29,Senegal
2020-04-04,21,12,0.0,11.6,6,79,04:01 PM,04:11 AM,07:03 AM,07:23 PM,18,20,22,20,51,1,80,0.0,1011,21,10,97,31,Senegal
2020-04-05,21,14,0.0,11.6,6,87,05:02 PM,05:01 AM,07:02 AM,07:23 PM,19,20,23,20,52,0,84,0.0,1012,21,10,137,33,Senegal
2020-04-06,23,21,0.0,11.6,6,94,06:03 PM,05:50 AM,07:02 AM,07:23 PM,19,22,24,22,52,0,82,0.0,1012,23,10,304,30,Senegal
2020-04-07,24,22,0.0,11.6,6,100,07:04 PM,06:37 AM,07:01 AM,07:23 PM,18,25,25,23,53,0,76,0.0,1010,24,10,252,26,Senegal
2020-04-08,24,17,0.0,11.6,6,100,08:05 PM,07:25 AM,07:00 AM,07:23 PM,18,25,25,22,48,0,69,0.0,1010,24,10,135,23,Senegal
2020-04-09,23,14,0.0,11.6,6,83,09:07 PM,08:12 AM,07:00 AM,07:23 PM,18,21,24,21,57,0,74,0.0,1009,23,10,132,28,Senegal
2020-04-10,24,15,0.0,11.6,6,76,10:08 PM,09:02 AM,06:59 AM,07:23 PM,18,24,24,22,45,0,72,0.0,1009,24,10,338,22,Senegal
2020-04-11,24,17,0.0,11.6,6,68,11:10 PM,09:54 AM,06:58 AM,07:24 PM,18,24,24,22,38,0,73,0.0,1010,24,10,321,19,Senegal
2020-04-12,23,22,0.0,11.6,6,61,No moonrise,10:47 AM,06:58 AM,07:24 PM,19,25,25,22,33,3,81,0.0,1011,23,10,320,18,Senegal
2020-04-13,22,22,0.0,11.6,6,53,12:10 AM,11:43 AM,06:57 AM,07:24 PM,18,25,25,22,35,4,78,0.0,1011,22,10,331,18,Senegal
2020-04-14,22,14,0.0,11.6,6,46,01:07 AM,12:38 PM,06:56 AM,07:24 PM,18,20,22,20,43,20,80,0.0,1011,22,10,139,25,Senegal
2020-04-15,21,14,0.0,11.6,6,38,01:59 AM,01:32 PM,06:56 AM,07:24 PM,18,20,21,20,47,11,82,0.0,1012,21,10,140,29,Senegal
2020-04-16,21,14,0.0,11.6,6,30,02:47 AM,02:25 PM,06:55 AM,07:24 PM,17,20,21,20,48,7,81,0.0,1013,21,10,223,31,Senegal
2020-04-17,21,21,0.0,11.6,6,23,03:32 AM,03:15 PM,06:54 AM,07:24 PM,18,21,22,21,45,13,82,0.0,1013,21,10,265,29,Senegal
2020-04-18,21,13,0.0,11.6,5,15,04:12 AM,04:04 PM,06:54 AM,07:25 PM,17,19,20,19,53,7,81,0.0,1013,21,10,180,36,Senegal
2020-04-19,21,20,0.0,11.6,6,8,04:49 AM,04:51 PM,06:53 AM,07:25 PM,17,21,21,21,46,2,82,0.0,1014,21,10,137,31,Senegal
2020-04-20,21,14,0.0,11.6,6,0,05:26 AM,05:37 PM,06:53 AM,07:25 PM,18,20,20,20,42,5,84,0.0,1014,21,10,260,26,Senegal
2020-04-21,22,15,0.0,11.6,6,0,06:01 AM,06:22 PM,06:52 AM,07:25 PM,18,21,23,21,51,7,76,0.0,1012,22,10,218,26,Senegal
2020-04-22,22,14,0.0,11.6,6,0,06:36 AM,07:09 PM,06:51 AM,07:25 PM,18,20,23,20,44,2,79,0.0,1011,22,10,216,25,Senegal
2020-04-23,21,15,0.0,11.6,6,0,07:13 AM,07:56 PM,06:51 AM,07:25 PM,18,20,21,20,39,3,85,0.0,1011,21,10,346,26,Senegal
2020-04-24,20,10,0.0,11.6,5,7,07:51 AM,08:45 PM,06:50 AM,07:26 PM,18,19,19,19,42,9,84,0.0,1013,20,10,180,29,Senegal
2020-04-25,21,15,0.0,11.6,5,15,08:32 AM,09:37 PM,06:50 AM,07:26 PM,18,19,20,19,42,11,84,0.0,1013,21,10,178,29,Senegal
2020-04-26,21,12,0.0,11.6,5,22,09:16 AM,10:29 PM,06:49 AM,07:26 PM,18,19,21,19,42,14,84,0.0,1012,21,10,263,26,Senegal
2020-04-27,21,15,0.0,11.6,6,30,10:04 AM,11:24 PM,06:49 AM,07:26 PM,18,20,21,20,46,8,83,0.0,1013,21,10,268,26,Senegal
2020-04-28,21,15,0.0,11.6,6,37,10:57 AM,No moonset,06:48 AM,07:26 PM,17,20,21,20,62,3,79,0.0,1013,21,10,179,33,Senegal
2020-04-29,21,13,0.0,11.6,6,45,11:52 AM,12:18 AM,06:48 AM,07:27 PM,18,20,21,20,58,1,80,0.0,1012,21,10,225,32,Senegal
2020-04-30,21,14,0.0,11.6,6,52,12:50 PM,01:12 AM,06:47 AM,07:27 PM,18,20,23,20,51,2,79,0.0,1013,21,10,131,27,Senegal
2020-05-01,23,16,0.0,11.6,6,58,01:49 PM,02:03 AM,06:47 AM,07:27 PM,17,21,23,21,43,2,74,0.0,1011,23,10,297,21,Senegal
2020-05-02,23,15,0.0,11.6,6,65,02:48 PM,02:53 AM,06:46 AM,07:27 PM,17,21,24,21,35,6,70,0.0,1012,23,10,230,17,Senegal
2020-05-03,22,15,0.0,11.6,6,72,03:47 PM,03:41 AM,06:46 AM,07:28 PM,17,20,22,20,41,2,77,0.0,1011,22,10,264,21,Senegal
2020-05-04,21,15,0.0,11.6,6,80,04:46 PM,04:27 AM,06:45 AM,07:28 PM,17,20,22,20,58,0,76,0.0,1010,21,10,139,31,Senegal
2020-05-05,22,14,0.0,11.6,6,87,05:46 PM,05:13 AM,06:45 AM,07:28 PM,18,21,23,21,49,0,79,0.0,1011,22,10,226,27,Senegal
2020-05-06,24,22,0.0,11.6,6,94,06:46 PM,05:59 AM,06:45 AM,07:28 PM,19,25,25,23,33,0,75,0.0,1011,24,10,213,19,Senegal
2020-05-07,22,21,0.0,11.6,6,100,07:48 PM,06:47 AM,06:44 AM,07:29 PM,18,21,24,21,45,0,82,0.0,1011,22,10,261,28,Senegal
2020-05-08,22,14,0.0,11.6,6,100,08:51 PM,07:38 AM,06:44 AM,07:29 PM,18,20,23,20,46,0,81,0.0,1012,22,10,219,29,Senegal
2020-05-09,22,13,0.0,10.3,5,84,09:53 PM,08:32 AM,06:43 AM,07:29 PM,19,20,23,20,45,18,84,0.0,1012,22,10,257,30,Senegal
2020-05-10,21,21,0.0,11.6,6,77,10:53 PM,09:28 AM,06:43 AM,07:29 PM,19,21,24,21,42,11,85,0.0,1012,21,10,336,26,Senegal
2020-05-11,22,21,0.0,11.6,6,70,11:50 PM,10:25 AM,06:43 AM,07:30 PM,19,21,23,21,36,19,87,0.0,1012,22,10,328,22,Senegal
2020-05-12,21,21,0.0,11.6,6,62,No moonrise,11:22 AM,06:42 AM,07:30 PM,19,21,23,21,31,1,86,0.0,1013,21,10,338,20,Senegal
2020-05-13,20,12,0.0,11.6,5,55,12:41 AM,12:17 PM,06:42 AM,07:30 PM,18,19,20,19,43,4,85,0.0,1012,20,10,220,28,Senegal
2020-05-14,21,20,0.0,11.6,6,48,01:28 AM,01:09 PM,06:42 AM,07:31 PM,18,21,22,21,38,4,84,0.0,1013,21,10,303,25,Senegal
2020-05-15,21,11,0.0,11.6,6,40,02:10 AM,01:59 PM,06:42 AM,07:31 PM,18,19,20,19,39,2,84,0.0,1013,21,10,217,26,Senegal
2020-05-16,21,12,0.0,11.6,6,33,02:49 AM,02:47 PM,06:41 AM,07:31 PM,18,20,22,20,45,1,82,0.0,1011,21,10,302,30,Senegal
2020-05-17,22,13,0.0,11.6,6,26,03:26 AM,03:33 PM,06:41 AM,07:32 PM,18,20,23,20,40,1,81,0.0,1012,22,10,256,25,Senegal
2020-05-18,22,14,0.0,11.6,6,19,04:01 AM,04:19 PM,06:41 AM,07:32 PM,19,21,23,21,34,0,80,0.0,1013,22,10,293,23,Senegal
2020-05-19,22,16,0.0,11.6,6,11,04:36 AM,05:05 PM,06:41 AM,07:32 PM,19,21,23,21,31,5,82,0.0,1015,22,10,339,22,Senegal
2020-05-20,22,13,0.0,11.6,6,4,05:12 AM,05:52 PM,06:40 AM,07:32 PM,19,20,23,20,34,5,83,0.0,1014,22,10,351,25,Senegal
2020-05-21,22,13,0.0,11.6,6,0,05:50 AM,06:41 PM,06:40 AM,07:33 PM,19,20,23,20,40,2,83,0.0,1013,22,10,302,28,Senegal
2020-05-22,23,16,0.0,11.6,6,0,06:30 AM,07:32 PM,06:40 AM,07:33 PM,19,21,24,21,41,0,81,0.0,1012,23,10,293,26,Senegal
2020-05-23,23,15,0.0,11.6,6,3,07:14 AM,08:24 PM,06:40 AM,07:33 PM,19,21,24,21,28,0,80,0.0,1012,23,10,323,18,Senegal
2020-05-24,23,15,0.0,11.6,6,10,08:01 AM,09:19 PM,06:40 AM,07:34 PM,20,21,24,21,24,0,84,0.0,1013,23,10,267,17,Senegal
2020-05-25,23,13,0.0,11.6,6,17,08:53 AM,10:14 PM,06:40 AM,07:34 PM,20,21,23,21,28,1,85,0.0,1013,23,10,310,19,Senegal
2020-05-26,23,15,0.0,11.6,6,25,09:48 AM,11:09 PM,06:40 AM,07:34 PM,20,21,23,21,32,0,82,0.0,1012,23,10,309,20,Senegal
2020-05-27,25,14,0.0,11.6,6,32,10:45 AM,No moonset,06:40 AM,07:35 PM,19,24,24,22,23,0,76,0.0,1011,25,10,300,14,Senegal
2020-05-28,25,16,0.0,11.6,6,39,11:43 AM,12:01 AM,06:39 AM,07:35 PM,20,25,25,23,22,0,77,0.0,1012,25,10,264,14,Senegal
2020-05-29,24,14,0.0,11.6,6,47,12:41 PM,12:50 AM,06:39 AM,07:35 PM,20,25,25,22,29,3,77,0.0,1011,24,10,314,18,Senegal
2020-05-30,24,15,0.0,11.6,6,54,01:39 PM,01:38 AM,06:39 AM,07:36 PM,20,25,25,22,28,4,78,0.0,1011,24,10,321,19,Senegal
2020-05-31,23,15,0.0,11.6,6,58,02:35 PM,02:22 AM,06:39 AM,07:36 PM,20,21,24,21,29,5,81,0.0,1013,23,10,255,20,Senegal
2020-06-01,24,22,0.0,11.6,6,71,03:33 PM,03:07 AM,06:39 AM,07:36 PM,19,25,25,23,26,23,80,0.0,1015,24,10,228,18,Senegal
2020-06-02,23,14,0.0,11.6,6,79,04:30 PM,03:51 AM,06:39 AM,07:37 PM,20,24,24,21,30,27,82,0.0,1015,23,10,179,21,Senegal
2020-06-03,23,16,0.0,11.6,6,86,05:30 PM,04:36 AM,06:39 AM,07:37 PM,19,24,24,22,40,16,78,0.0,1014,23,10,304,28,Senegal
2020-06-04,24,15,0.0,11.6,6,94,06:31 PM,05:25 AM,06:39 AM,07:37 PM,20,24,24,22,46,6,77,0.0,1013,24,10,301,32,Senegal
2020-06-05,24,17,0.0,11.6,6,100,07:34 PM,06:16 AM,06:39 AM,07:38 PM,20,25,25,23,39,7,78,0.0,1013,24,10,342,28,Senegal
2020-06-06,24,17,0.0,11.6,6,100,08:36 PM,07:12 AM,06:39 AM,07:38 PM,20,25,25,23,43,13,80,0.0,1014,24,10,220,29,Senegal
2020-06-07,23,14,0.0,9.0,5,84,09:36 PM,08:09 AM,06:39 AM,07:38 PM,20,24,24,22,38,46,80,2.9,1013,23,10,260,26,Senegal
2020-06-08,23,14,0.0,11.6,6,76,10:30 PM,09:07 AM,06:40 AM,07:38 PM,20,24,24,22,27,20,82,0.0,1013,23,10,327,19,Senegal
2020-06-09,24,16,0.0,11.6,6,69,11:20 PM,10:04 AM,06:40 AM,07:39 PM,21,24,24,22,23,11,84,0.0,1013,24,10,311,16,Senegal
