date_time,Denmark_maxtempC,Denmark_mintempC,Denmark_totalSnow_cm,Denmark_sunHour,Denmark_uvIndex,Denmark_moon_illumination,Denmark_moonrise,Denmark_moonset,Denmark_sunrise,Denmark_sunset,Denmark_DewPointC,Denmark_FeelsLikeC,Denmark_HeatIndexC,Denmark_WindChillC,Denmark_WindGustKmph,Denmark_cloudcover,Denmark_humidity,Denmark_precipMM,Denmark_pressure,Denmark_tempC,Denmark_visibility,Denmark_winddirDegree,Denmark_windspeedKmph,Denmark_location
2020-01-01,5,4,0.0,7.1,2,37,11:53 AM,10:46 PM,08:39 AM,03:48 PM,2,-0,4,-0,34,16,87,0.0,1028,5,10,269,21,Denmark
2020-01-02,4,3,0.0,7.1,2,44,12:06 PM,11:57 PM,08:38 AM,03:49 PM,1,-1,3,-1,34,12,85,0.0,1022,4,10,235,21,Denmark
2020-01-03,7,3,0.0,4.7,2,51,12:18 PM,No moonset,08:38 AM,03:50 PM,2,1,5,1,41,80,81,0.8,1010,7,9,252,26,Denmark
2020-01-04,5,3,0.0,4.7,1,59,12:31 PM,01:07 AM,08:38 AM,03:51 PM,-1,-1,4,-1,45,44,70,6.9,1014,5,9,305,29,Denmark
2020-01-05,5,-2,0.0,2.7,1,66,12:45 PM,02:19 AM,08:37 AM,03:53 PM,1,-1,3,-1,29,61,83,0.4,1026,5,8,251,18,Denmark
2020-01-06,7,3,0.0,2.7,2,73,01:02 PM,03:33 AM,08:37 AM,03:54 PM,5,2,6,2,27,89,91,0.3,1022,7,10,240,17,Denmark
2020-01-07,6,5,0.0,4.7,2,80,01:25 PM,04:49 AM,08:36 AM,03:55 PM,3,2,5,2,24,73,89,0.0,1020,6,10,227,15,Denmark
2020-01-08,9,3,0.0,2.7,2,88,01:54 PM,06:05 AM,08:36 AM,03:57 PM,5,3,7,3,36,89,89,1.6,1014,9,8,235,23,Denmark
2020-01-09,5,1,0.0,2.7,1,95,02:36 PM,07:19 AM,08:35 AM,03:58 PM,2,1,4,1,20,65,88,7.5,1015,5,9,177,13,Denmark
2020-01-10,7,2,0.0,2.9,2,100,03:33 PM,08:23 AM,08:34 AM,04:00 PM,6,4,6,4,20,90,96,28.0,1008,7,8,263,12,Denmark
2020-01-11,5,0,0.0,4.8,1,100,04:45 PM,09:16 AM,08:33 AM,04:02 PM,2,1,4,1,26,64,85,0.1,1024,5,9,198,17,Denmark
2020-01-12,6,2,0.0,2.9,2,83,06:08 PM,09:54 AM,08:32 AM,04:03 PM,4,2,6,2,35,96,90,9.2,1013,6,9,229,23,Denmark
2020-01-13,5,1,0.0,2.9,1,76,07:36 PM,10:23 AM,08:31 AM,04:05 PM,3,1,5,1,28,61,88,0.3,1014,5,10,231,18,Denmark
2020-01-14,7,2,0.0,4.8,2,69,09:05 PM,10:45 AM,08:30 AM,04:07 PM,4,1,6,1,42,73,84,4.4,1004,7,9,201,27,Denmark
2020-01-15,10,6,0.0,2.9,2,61,10:32 PM,11:03 AM,08:29 AM,04:08 PM,6,5,9,5,54,100,82,1.4,1004,10,7,223,34,Denmark
2020-01-16,6,5,0.0,7.8,3,54,11:58 PM,11:19 AM,08:28 AM,04:10 PM,3,2,6,2,33,47,84,0.7,1020,6,10,233,20,Denmark
2020-01-17,7,3,0.0,7.9,3,47,No moonrise,11:35 AM,08:27 AM,04:12 PM,3,2,6,2,36,29,85,0.0,1017,7,10,178,22,Denmark
2020-01-18,7,4,0.0,3.0,2,40,01:24 AM,11:52 AM,08:26 AM,04:14 PM,4,2,6,2,24,94,92,3.2,1011,7,8,228,16,Denmark
2020-01-19,5,3,0.0,4.9,1,32,02:47 AM,12:11 PM,08:25 AM,04:16 PM,1,0,4,0,32,58,78,1.9,1025,5,9,256,21,Denmark
2020-01-20,6,3,0.0,8.0,2,25,04:10 AM,12:35 PM,08:23 AM,04:18 PM,2,0,4,0,29,38,85,0.0,1040,6,10,265,18,Denmark
2020-01-21,7,-1,0.0,8.0,3,18,05:29 AM,01:06 PM,08:22 AM,04:20 PM,4,1,5,1,41,50,87,0.0,1033,7,10,268,27,Denmark
2020-01-22,6,5,0.0,8.0,2,11,06:39 AM,01:48 PM,08:21 AM,04:22 PM,2,2,5,2,29,28,77,0.0,1028,6,10,298,19,Denmark
2020-01-23,7,3,0.0,3.0,2,3,07:39 AM,02:40 PM,08:19 AM,04:24 PM,3,1,5,1,27,66,87,0.1,1028,7,10,251,17,Denmark
2020-01-24,7,5,0.0,3.0,2,0,08:24 AM,03:44 PM,08:18 AM,04:26 PM,5,3,6,3,31,87,88,0.2,1018,7,10,265,20,Denmark
2020-01-25,6,4,0.0,8.1,2,0,08:58 AM,04:53 PM,08:16 AM,04:28 PM,2,1,5,1,25,23,86,0.0,1017,6,9,264,15,Denmark
2020-01-26,5,4,0.0,4.9,1,4,09:24 AM,06:06 PM,08:14 AM,04:30 PM,3,2,5,2,21,74,88,0.0,1015,5,10,222,14,Denmark
2020-01-27,5,-1,0.0,3.1,1,11,09:43 AM,07:19 PM,08:13 AM,04:32 PM,3,0,4,0,28,86,91,0.8,1006,5,8,197,18,Denmark
2020-01-28,5,2,0.0,3.1,2,18,09:59 AM,08:30 PM,08:11 AM,04:34 PM,4,1,5,1,25,99,91,2.0,989,5,7,188,17,Denmark
2020-01-29,6,3,0.0,3.1,1,26,10:12 AM,09:41 PM,08:10 AM,04:36 PM,2,0,5,0,34,82,81,0.3,991,6,10,273,22,Denmark
2020-01-30,5,1,0.0,3.1,1,33,10:25 AM,10:51 PM,08:08 AM,04:38 PM,2,0,4,0,25,94,86,7.3,997,5,9,243,17,Denmark
2020-01-31,8,1,0.0,3.1,2,37,10:37 AM,No moonset,08:06 AM,04:40 PM,5,3,6,3,37,100,86,8.0,995,8,8,250,24,Denmark
2020-02-01,9,6,0.0,3.1,2,49,10:50 AM,12:02 AM,08:04 AM,04:43 PM,6,5,8,5,35,89,86,1.4,994,9,8,239,22,Denmark
2020-02-02,6,4,0.0,8.4,2,57,11:06 AM,01:14 AM,08:02 AM,04:45 PM,1,1,6,1,44,54,73,0.4,997,6,10,274,30,Denmark
2020-02-03,4,-4,0.0,5.0,1,64,11:25 AM,02:27 AM,08:00 AM,04:47 PM,1,-0,3,-0,22,69,86,1.5,1000,4,8,248,14,Denmark
2020-02-04,5,-1,0.0,3.3,1,72,11:50 AM,03:42 AM,07:59 AM,04:49 PM,0,-0,4,-0,38,84,77,0.2,1001,5,10,292,25,Denmark
2020-02-05,5,0,0.0,8.7,2,79,12:24 PM,04:56 AM,07:57 AM,04:51 PM,-2,-2,3,-2,35,30,71,0.1,1025,5,10,266,23,Denmark
2020-02-06,7,3,0.0,6.9,2,87,01:13 PM,06:04 AM,07:55 AM,04:54 PM,3,2,6,2,39,57,83,0.0,1021,7,10,292,25,Denmark
2020-02-07,6,4,0.0,8.7,2,95,02:17 PM,07:03 AM,07:53 AM,04:56 PM,3,2,5,2,19,23,88,0.0,1026,6,10,176,12,Denmark
2020-02-08,6,1,0.0,6.9,1,100,03:37 PM,07:48 AM,07:51 AM,04:58 PM,2,1,5,1,28,46,82,0.0,1020,6,10,194,19,Denmark
2020-02-09,8,3,0.0,3.6,2,100,05:06 PM,08:21 AM,07:49 AM,05:00 PM,4,2,6,2,50,95,84,1.4,1004,8,9,203,32,Denmark
2020-02-10,7,4,0.0,3.6,2,83,06:37 PM,08:47 AM,07:47 AM,05:02 PM,1,1,6,1,51,95,71,4.9,978,7,9,248,36,Denmark
2020-02-11,6,3,0.0,5.3,1,75,08:09 PM,09:07 AM,07:44 AM,05:05 PM,-1,-1,4,-1,51,71,67,0.5,984,6,9,256,36,Denmark
2020-02-12,5,-2,2.1,3.6,1,68,09:40 PM,09:24 AM,07:42 AM,05:07 PM,-0,-2,3,-2,53,91,75,4.3,993,5,6,258,37,Denmark
2020-02-13,5,-0,0.0,8.7,2,60,11:08 PM,09:41 AM,07:40 AM,05:09 PM,-1,-0,4,-0,29,31,73,0.0,1004,5,10,230,19,Denmark
2020-02-14,6,2,0.2,8.7,1,53,No moonrise,09:57 AM,07:38 AM,05:11 PM,1,2,4,2,14,53,80,0.2,1013,6,9,159,10,Denmark
2020-02-15,7,1,0.0,3.7,2,45,12:34 AM,10:16 AM,07:36 AM,05:13 PM,4,2,5,2,37,92,88,2.9,1014,7,9,208,24,Denmark
2020-02-16,10,4,0.0,3.7,2,38,01:59 AM,10:38 AM,07:33 AM,05:15 PM,6,5,9,5,66,95,79,2.4,998,10,7,209,41,Denmark
2020-02-17,7,2,0.0,3.7,2,30,03:20 AM,11:07 AM,07:31 AM,05:18 PM,1,1,6,1,53,87,68,4.0,1002,7,10,240,35,Denmark
2020-02-18,6,4,0.0,5.4,2,22,04:32 AM,11:45 AM,07:29 AM,05:20 PM,1,1,5,1,41,79,76,0.4,1007,6,10,247,28,Denmark
2020-02-19,6,4,0.0,5.4,2,15,05:35 AM,12:34 PM,07:27 AM,05:22 PM,2,0,5,0,41,91,79,3.2,1004,6,9,252,29,Denmark
2020-02-20,6,1,0.0,3.8,1,7,06:23 AM,01:34 PM,07:24 AM,05:24 PM,2,-0,4,-0,36,84,86,1.7,1009,6,10,215,24,Denmark
2020-02-21,7,1,0.0,7.1,2,0,07:01 AM,02:41 PM,07:22 AM,05:26 PM,1,0,5,0,49,70,72,0.7,1008,7,9,263,34,Denmark
2020-02-22,8,4,0.0,3.8,2,0,07:28 AM,03:53 PM,07:19 AM,05:28 PM,3,1,6,1,58,85,78,4.4,1003,8,9,244,39,Denmark
2020-02-23,5,2,0.0,5.4,1,0,07:49 AM,05:05 PM,07:17 AM,05:31 PM,-1,-1,4,-1,50,68,67,0.6,1002,5,10,270,33,Denmark
2020-02-24,5,3,0.0,5.4,1,0,08:05 AM,06:17 PM,07:15 AM,05:33 PM,0,0,4,0,32,72,75,0.7,1007,5,9,250,21,Denmark
2020-02-25,5,3,0.5,3.8,1,8,08:19 AM,07:28 PM,07:12 AM,05:35 PM,1,-2,4,-2,52,99,82,6.9,984,5,8,231,39,Denmark
2020-02-26,2,-0,2.3,3.9,1,15,08:32 AM,08:38 PM,07:10 AM,05:37 PM,-1,-3,2,-3,27,98,86,4.6,990,2,4,162,20,Denmark
2020-02-27,2,-2,0.9,5.5,1,23,08:44 AM,09:49 PM,07:07 AM,05:39 PM,-4,-2,0,-2,14,67,74,1.1,1001,2,9,139,10,Denmark
2020-02-28,2,-4,0.1,5.5,1,30,08:56 AM,11:00 PM,07:05 AM,05:41 PM,-2,-4,1,-4,32,66,81,9.2,994,2,6,176,23,Denmark
2020-02-29,5,-0,0.0,3.9,1,38,09:11 AM,No moonset,07:02 AM,05:43 PM,3,-1,4,-1,39,99,90,5.3,996,5,9,176,26,Denmark
2020-03-01,6,1,0.0,3.9,1,44,09:28 AM,12:12 AM,07:00 AM,05:45 PM,0,-1,4,-1,42,90,76,8.5,989,6,10,215,29,Denmark
2020-03-02,5,3,0.0,4.1,1,51,09:49 AM,01:25 AM,06:57 AM,05:47 PM,2,1,4,1,17,84,88,6.8,990,5,9,182,11,Denmark
2020-03-03,7,4,0.0,4.1,2,58,10:18 AM,02:38 AM,06:55 AM,05:50 PM,2,2,5,2,22,78,80,3.3,998,7,10,193,14,Denmark
2020-03-04,7,4,0.0,7.2,2,65,10:58 AM,03:48 AM,06:52 AM,05:52 PM,2,1,5,1,24,63,80,3.5,1003,7,10,272,16,Denmark
2020-03-05,6,1,0.0,8.7,2,73,11:54 AM,04:49 AM,06:50 AM,05:54 PM,1,1,4,1,19,41,81,0.1,1003,6,10,190,13,Denmark
2020-03-06,5,-4,0.0,4.2,1,80,01:05 PM,05:39 AM,06:47 AM,05:56 PM,2,-1,3,-1,35,86,84,2.1,998,5,9,82,24,Denmark
2020-03-07,5,1,0.0,4.2,1,87,02:28 PM,06:17 AM,06:44 AM,05:58 PM,2,0,4,0,23,83,90,6.9,1006,5,8,155,16,Denmark
2020-03-08,7,3,0.0,5.8,2,95,04:00 PM,06:46 AM,06:42 AM,06:00 PM,3,1,5,1,30,77,84,0.3,1010,7,9,199,20,Denmark
2020-03-09,8,4,0.0,8.7,2,100,05:34 PM,07:08 AM,06:39 AM,06:02 PM,4,3,6,3,21,58,86,0.8,1007,8,7,210,14,Denmark
2020-03-10,7,2,0.0,5.8,2,100,07:07 PM,07:27 AM,06:37 AM,06:04 PM,4,1,5,1,35,83,89,4.1,1000,7,9,214,23,Denmark
2020-03-11,8,4,0.0,11.6,2,84,08:39 PM,07:44 AM,06:34 AM,06:06 PM,2,2,7,2,41,46,73,7.1,1000,8,10,262,27,Denmark
2020-03-12,6,1,0.0,5.9,2,76,10:11 PM,08:00 AM,06:32 AM,06:08 PM,1,1,6,1,50,83,71,1.4,997,6,10,250,35,Denmark
2020-03-13,6,3,0.0,7.3,1,69,11:41 PM,08:18 AM,06:29 AM,06:10 PM,-1,-0,4,-0,36,71,72,4.5,1001,6,9,286,24,Denmark
2020-03-14,4,-1,0.0,11.6,1,62,No moonrise,08:40 AM,06:26 AM,06:12 PM,-9,-1,2,-1,21,27,43,0.0,1023,4,10,230,15,Denmark
2020-03-15,8,2,0.0,6.0,2,55,01:06 AM,09:07 AM,06:24 AM,06:14 PM,-0,1,6,1,45,71,65,0.0,1015,8,10,190,29,Denmark
2020-03-16,10,5,0.0,10.2,2,47,02:24 AM,09:43 AM,06:21 AM,06:16 PM,3,4,7,4,30,49,74,0.2,1014,10,10,257,20,Denmark
2020-03-17,10,4,0.0,10.2,3,40,03:32 AM,10:28 AM,06:19 AM,06:18 PM,3,4,7,4,26,46,75,0.0,1023,10,10,245,17,Denmark
2020-03-18,10,7,0.0,6.0,2,33,04:25 AM,11:26 AM,06:16 AM,06:20 PM,4,5,8,5,35,100,77,0.5,1019,10,9,242,23,Denmark
2020-03-19,8,5,0.0,10.2,2,25,05:05 AM,12:31 PM,06:13 AM,06:22 PM,0,4,6,4,14,64,67,1.3,1023,8,8,291,10,Denmark
2020-03-20,7,4,0.0,6.1,2,18,05:34 AM,01:42 PM,06:11 AM,06:24 PM,1,3,5,3,17,81,74,0.5,1027,7,10,179,12,Denmark
2020-03-21,6,-2,0.0,11.6,2,11,05:56 AM,02:54 PM,06:08 AM,06:26 PM,-5,0,3,0,17,1,54,0.0,1036,6,10,51,13,Denmark
2020-03-22,5,1,0.0,11.6,2,4,06:13 AM,04:06 PM,06:06 AM,06:28 PM,-6,0,3,0,13,5,53,0.0,1040,5,10,117,10,Denmark
2020-03-23,4,2,0.0,11.6,1,0,06:27 AM,05:18 PM,06:03 AM,06:30 PM,-7,-1,3,-1,19,30,51,0.0,1041,4,10,174,14,Denmark
2020-03-24,5,1,0.0,11.6,2,0,06:40 AM,06:28 PM,06:01 AM,06:32 PM,-5,-1,3,-1,25,9,54,0.0,1038,5,10,185,17,Denmark
2020-03-25,6,2,0.0,12.8,2,3,06:52 AM,07:39 PM,05:58 AM,06:34 PM,-5,-0,4,-0,25,8,53,0.0,1034,6,10,180,17,Denmark
2020-03-26,7,4,0.0,12.8,3,11,07:04 AM,08:50 PM,05:55 AM,06:36 PM,-3,2,5,2,19,5,59,0.0,1032,7,10,139,13,Denmark
2020-03-27,11,2,0.0,12.9,3,18,07:17 AM,10:02 PM,05:53 AM,06:38 PM,-1,5,7,5,13,1,59,0.0,1028,11,10,65,10,Denmark
2020-03-28,10,5,0.0,12.9,3,25,07:32 AM,11:15 PM,05:50 AM,06:40 PM,2,5,7,5,15,13,67,0.0,1021,10,10,268,11,Denmark
2020-03-29,4,1,0.3,12.9,1,32,07:52 AM,No moonset,05:48 AM,06:42 PM,-8,-3,2,-3,37,39,50,2.1,1029,4,8,130,28,Denmark
2020-03-30,5,0,0.0,13.0,1,40,08:17 AM,12:27 AM,05:45 AM,06:44 PM,-7,-1,3,-1,20,24,52,0.1,1026,5,10,245,15,Denmark
2020-03-31,6,1,0.0,12.0,1,44,08:51 AM,01:37 AM,05:43 AM,06:46 PM,-6,0,3,0,20,43,50,0.1,1028,6,10,193,15,Denmark
2020-04-01,9,4,0.0,8.2,2,56,09:39 AM,02:40 AM,05:40 AM,06:48 PM,1,3,7,3,38,88,69,0.6,1013,9,10,275,27,Denmark
2020-04-02,9,5,0.0,8.2,2,64,10:42 AM,03:34 AM,05:37 AM,06:50 PM,2,2,7,2,47,85,71,1.7,1002,9,10,262,33,Denmark
2020-04-03,6,4,0.2,9.5,2,71,11:58 AM,04:15 AM,05:35 AM,06:52 PM,-4,-1,5,-1,46,63,54,1.6,1004,6,9,287,33,Denmark
2020-04-04,8,2,0.0,13.2,2,79,01:24 PM,04:46 AM,05:32 AM,06:54 PM,-3,1,5,1,23,34,57,0.1,1023,8,10,280,16,Denmark
2020-04-05,10,5,0.0,13.3,3,87,02:55 PM,05:10 AM,05:30 AM,06:56 PM,2,5,8,5,28,9,70,0.0,1028,10,10,180,18,Denmark
2020-04-06,11,6,0.0,13.3,3,94,04:28 PM,05:30 AM,05:27 AM,06:58 PM,4,7,9,7,30,1,69,0.0,1024,11,10,162,20,Denmark
2020-04-07,14,8,0.0,13.8,4,100,06:02 PM,05:47 AM,05:25 AM,07:00 PM,6,10,11,10,18,12,69,0.0,1029,14,10,294,12,Denmark
2020-04-08,11,8,0.0,12.2,3,100,07:36 PM,06:03 AM,05:22 AM,07:02 PM,3,8,10,8,19,39,65,0.0,1027,11,10,187,12,Denmark
2020-04-09,10,6,0.0,13.9,3,83,09:09 PM,06:19 AM,05:19 AM,07:04 PM,2,5,8,5,28,16,64,0.0,1022,10,10,300,20,Denmark
2020-04-10,10,5,0.0,13.3,2,76,10:40 PM,06:39 AM,05:17 AM,07:06 PM,0,6,7,6,12,43,63,0.0,1026,10,10,262,8,Denmark
2020-04-11,8,4,0.0,9.9,2,68,No moonrise,07:04 AM,05:14 AM,07:09 PM,3,4,6,4,15,78,77,5.7,1025,8,9,245,11,Denmark
